Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,167,167,99%,9e-46,97.33,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ACF32434.1?report=genbank&log$=prottop&blast_rank=1&RID=M8D1MPUA016"",""ACF32434.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,167,167,99%,9e-46,97.33,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UOF92969.1?report=genbank&log$=prottop&blast_rank=2&RID=M8D1MPUA016"",""UOF92969.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,166,166,99%,1e-45,97.33,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85704.1?report=genbank&log$=prottop&blast_rank=3&RID=M8D1MPUA016"",""DAZ85704.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,166,166,99%,1e-45,97.33,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85705.1?report=genbank&log$=prottop&blast_rank=4&RID=M8D1MPUA016"",""DAZ85705.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,164,164,99%,7e-45,96.00,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85703.1?report=genbank&log$=prottop&blast_rank=5&RID=M8D1MPUA016"",""DAZ85703.1"")"
polyprotein P1 [Arabis mosaic virus],Arabis mosaic virus,158,158,99%,2e-44,94.67,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QAY29277.1?report=genbank&log$=prottop&blast_rank=6&RID=M8D1MPUA016"",""QAY29277.1"")"
polyprotein P1-I [Arabis mosaic virus],Arabis mosaic virus,161,161,99%,8e-44,94.67,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ39329.1?report=genbank&log$=prottop&blast_rank=7&RID=M8D1MPUA016"",""ADJ39329.1"")"
polyprotein P1-III [Arabis mosaic virus],Arabis mosaic virus,160,160,99%,3e-43,93.33,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ39331.1?report=genbank&log$=prottop&blast_rank=8&RID=M8D1MPUA016"",""ADJ39331.1"")"
polyprotein [Arabis mosaic virus],Arabis mosaic virus,159,159,99%,8e-43,90.67,2282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYU59216.1?report=genbank&log$=prottop&blast_rank=9&RID=M8D1MPUA016"",""QYU59216.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,158,158,99%,1e-42,92.00,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYA72350.1?report=genbank&log$=prottop&blast_rank=10&RID=M8D1MPUA016"",""QYA72350.1"")"
polyprotein P1-II [Arabis mosaic virus],Arabis mosaic virus,155,155,99%,1e-41,90.67,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ39330.1?report=genbank&log$=prottop&blast_rank=11&RID=M8D1MPUA016"",""ADJ39330.1"")"
nonstructural polyprotein [Arabis mosaic virus],Arabis mosaic virus,155,155,99%,1e-41,90.67,806,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AZJ51128.1?report=genbank&log$=prottop&blast_rank=12&RID=M8D1MPUA016"",""AZJ51128.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,154,154,99%,3e-41,90.67,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85710.1?report=genbank&log$=prottop&blast_rank=13&RID=M8D1MPUA016"",""DAZ85710.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,154,154,99%,3e-41,90.67,2285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85709.1?report=genbank&log$=prottop&blast_rank=14&RID=M8D1MPUA016"",""DAZ85709.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,152,152,99%,9e-41,86.67,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85702.1?report=genbank&log$=prottop&blast_rank=15&RID=M8D1MPUA016"",""DAZ85702.1"")"
polyprotein P1 [Arabis mosaic virus],Arabis mosaic virus,150,150,99%,6e-40,85.33,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGD98722.1?report=genbank&log$=prottop&blast_rank=16&RID=M8D1MPUA016"",""AGD98722.1"")"
RNA-dependent RNA polymerase [Arabis mosaic virus],Arabis mosaic virus,148,148,99%,4e-39,84.00,825,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_054443.1?report=genbank&log$=prottop&blast_rank=17&RID=M8D1MPUA016"",""YP_054443.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,148,148,99%,5e-39,84.00,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_053925.1?report=genbank&log$=prottop&blast_rank=18&RID=M8D1MPUA016"",""YP_053925.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,147,147,99%,5e-39,84.00,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGT56093.1?report=genbank&log$=prottop&blast_rank=19&RID=M8D1MPUA016"",""AGT56093.1"")"
polyprotein [Arabis mosaic virus],Arabis mosaic virus,147,147,99%,6e-39,82.67,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGY99255.1?report=genbank&log$=prottop&blast_rank=20&RID=M8D1MPUA016"",""QGY99255.1"")"
TPA: polyprotein [Arabis mosaic virus],Arabis mosaic virus,147,147,99%,6e-39,82.67,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAZ85701.1?report=genbank&log$=prottop&blast_rank=21&RID=M8D1MPUA016"",""DAZ85701.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,145,145,99%,2e-38,84.00,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QBZ78358.1?report=genbank&log$=prottop&blast_rank=22&RID=M8D1MPUA016"",""QBZ78358.1"")"
polyprotein [Arabis mosaic virus],Arabis mosaic virus,145,145,99%,3e-38,82.67,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYU59218.1?report=genbank&log$=prottop&blast_rank=23&RID=M8D1MPUA016"",""QYU59218.1"")"
polyprotein [Grapevine deformation virus],Grapevine deformation virus,144,144,99%,1e-37,82.67,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_006347591.1?report=genbank&log$=prottop&blast_rank=24&RID=M8D1MPUA016"",""YP_006347591.1"")"
putative RNA-dependent RNA polymerase [Grapevine deformation virus],Grapevine deformation virus,143,143,99%,2e-37,82.67,824,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_006347732.1?report=genbank&log$=prottop&blast_rank=25&RID=M8D1MPUA016"",""YP_006347732.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,143,143,99%,2e-37,80.00,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QBZ78356.1?report=genbank&log$=prottop&blast_rank=26&RID=M8D1MPUA016"",""QBZ78356.1"")"
polyprotein 1 [Arabis mosaic virus],Arabis mosaic virus,143,143,99%,2e-37,80.00,2283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QBZ78354.1?report=genbank&log$=prottop&blast_rank=27&RID=M8D1MPUA016"",""QBZ78354.1"")"
RNA-dependent RNA polymerase [Arabis mosaic virus],Arabis mosaic virus,135,135,88%,3e-36,92.54,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AHI62969.1?report=genbank&log$=prottop&blast_rank=28&RID=M8D1MPUA016"",""AHI62969.1"")"
RNA-dependent RNA polymerase [Arabis mosaic virus],Arabis mosaic virus,135,135,88%,3e-36,92.54,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AHI62968.1?report=genbank&log$=prottop&blast_rank=29&RID=M8D1MPUA016"",""AHI62968.1"")"
RNA-dependent RNA polymerase [Arabis mosaic virus],Arabis mosaic virus,134,134,88%,3e-36,92.54,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AHI62967.1?report=genbank&log$=prottop&blast_rank=30&RID=M8D1MPUA016"",""AHI62967.1"")"
RNA-dependent RNA polymerase [Grapevine fanleaf virus],Grapevine fanleaf virus,137,137,99%,8e-36,77.33,526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ10920.1?report=genbank&log$=prottop&blast_rank=31&RID=M8D1MPUA016"",""ADJ10920.1"")"
polyprotein [Grapevine fanleaf virus],Grapevine fanleaf virus,137,137,99%,3e-35,78.67,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGP72543.1?report=genbank&log$=prottop&blast_rank=32&RID=M8D1MPUA016"",""QGP72543.1"")"
RNA-dependent RNA polymerase [Grapevine fanleaf virus],Grapevine fanleaf virus,136,136,99%,4e-35,77.33,676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ10918.1?report=genbank&log$=prottop&blast_rank=33&RID=M8D1MPUA016"",""ADJ10918.1"")"
polyprotein [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,9e-35,76.00,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCT87061.1?report=genbank&log$=prottop&blast_rank=34&RID=M8D1MPUA016"",""BCT87061.1"")"
polyprotein [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,9e-35,76.00,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYU59219.1?report=genbank&log$=prottop&blast_rank=35&RID=M8D1MPUA016"",""QYU59219.1"")"
polyprotein P1 [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,1e-34,76.00,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AFI71813.1?report=genbank&log$=prottop&blast_rank=36&RID=M8D1MPUA016"",""AFI71813.1"")"
RNA-dependent RNA polymerase [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,1e-34,76.00,669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ10922.1?report=genbank&log$=prottop&blast_rank=37&RID=M8D1MPUA016"",""ADJ10922.1"")"
polyprotein [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,1e-34,76.00,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGT42200.1?report=genbank&log$=prottop&blast_rank=38&RID=M8D1MPUA016"",""AGT42200.1"")"
RNA-dependent RNA polymerase [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,1e-34,76.00,676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ10924.1?report=genbank&log$=prottop&blast_rank=39&RID=M8D1MPUA016"",""ADJ10924.1"")"
polyprotein [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,1e-34,77.33,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AYQ93055.1?report=genbank&log$=prottop&blast_rank=40&RID=M8D1MPUA016"",""AYQ93055.1"")"
polyprotein [Grapevine fanleaf virus],Grapevine fanleaf virus,135,135,99%,2e-34,77.33,2284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AYQ93053.1?report=genbank&log$=prottop&blast_rank=41&RID=M8D1MPUA016"",""AYQ93053.1"")"
RNA-dependent RNA polymerase [Grapevine fanleaf virus],Grapevine fanleaf virus,134,134,99%,2e-34,76.00,676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADJ10917.1?report=genbank&log$=prottop&blast_rank=42&RID=M8D1MPUA016"",""ADJ10917.1"")"
