Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Victoria bee virus 2 isolate VN2-6 polyprotein gene, complete cds",Victoria bee virus 2,332,332,99%,4e-86,84.39,8951,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG995724.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8PN190D013"",""MG995724.1"")"
"Victoria bee virus 1 isolate VN2-2 polyprotein gene, complete cds",Victoria bee virus 1,328,328,99%,5e-85,84.28,8985,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG995723.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8PN190D013"",""MG995723.1"")"
"Perth bee virus 3 isolate WA2-20 polyprotein gene, complete cds",Perth bee virus 3,287,287,99%,2e-72,81.06,9235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG995731.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8PN190D013"",""MG995731.1"")"
"Picornaviridae sp. isolate p215, complete genome",Picornaviridae sp.,266,266,100%,2e-66,79.47,9246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW674792.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8PN190D013"",""MW674792.1"")"
"Soybean thrips picorna-like virus 7 strain STN1 polyprotein (STPLV7_gp1) gene, complete cds",Soybean thrips picorna-like virus 7,231,231,95%,1e-55,78.20,8960,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT293128.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8PN190D013"",""MT293128.1"")"



		


