Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Tobacco ringspot virus isolate Budblight segment RNA1, complete sequence",Tobacco ringspot virus,432,432,100%,2e-116,89.51,7516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT210150.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8PN190D013"",""MT210150.1"")"
"Tobacco ringspot virus isolate IA-1-2017 segment RNA1 polyprotein gene, complete cds",Tobacco ringspot virus,423,423,100%,1e-113,88.89,7091,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT563078.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8PN190D013"",""MT563078.1"")"
"Tobacco ringspot virus isolate IA-3-2017 segment RNA1 polyprotein gene, complete cds",Tobacco ringspot virus,419,419,99%,1e-112,88.92,7495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT563082.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8PN190D013"",""MT563082.1"")"
"Tobacco ringspot virus isolate CmTX-G segment RNA 1, complete sequence",Tobacco ringspot virus,418,418,100%,4e-112,88.58,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504765.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8PN190D013"",""MN504765.1"")"
"Tobacco Ringspot virus RNA1 polyprotein gene, complete cds",Tobacco ringspot virus,418,418,100%,4e-112,88.58,7514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U50869.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8PN190D013"",""U50869.1"")"
"Tobacco ringspot virus isolate TRSV-RNA1-WA nonstructural polyprotein gene, partial cds",Tobacco ringspot virus,414,414,100%,5e-111,88.27,3948,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH427299.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8PN190D013"",""MH427299.1"")"
"Tobacco ringspot virus isolate CmTX-J segment RNA 1, complete sequence",Tobacco ringspot virus,405,405,100%,3e-108,87.65,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504768.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8PN190D013"",""MN504768.1"")"
"Tobacco ringspot virus isolate CmTX-F segment RNA 1, complete sequence",Tobacco ringspot virus,405,405,100%,3e-108,87.65,7467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504764.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8PN190D013"",""MN504764.1"")"
"Tobacco ringspot virus isolate CmTX-D segment RNA 1, complete sequence",Tobacco ringspot virus,405,405,100%,3e-108,87.65,7467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504762.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8PN190D013"",""MN504762.1"")"
"Tobacco ringspot virus isolate IA-2-2017 segment RNA1 polyprotein gene, complete cds",Tobacco ringspot virus,405,405,98%,3e-108,88.09,7505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT563080.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8PN190D013"",""MT563080.1"")"
"Tobacco ringspot virus isolate CmTX-L segment RNA 1, complete sequence",Tobacco ringspot virus,400,400,100%,1e-106,87.35,7467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504770.1?report=genbank&log$=nucltop&blast_rank=11&RID=M8PN190D013"",""MN504770.1"")"
"Tobacco ringspot virus isolate CmTX-I segment RNA 1, complete sequence",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504767.1?report=genbank&log$=nucltop&blast_rank=12&RID=M8PN190D013"",""MN504767.1"")"
"Tobacco ringspot virus isolate CmTX-H segment RNA 1, complete sequence",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504766.1?report=genbank&log$=nucltop&blast_rank=13&RID=M8PN190D013"",""MN504766.1"")"
"Tobacco ringspot virus isolate CmTX-A segment RNA 1, complete sequence",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504759.1?report=genbank&log$=nucltop&blast_rank=14&RID=M8PN190D013"",""MN504759.1"")"
"Tobacco ringspot virus isolate DSMZ PV-0234 segment RNA1 polyprotein 1 gene, complete cds",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW961154.1?report=genbank&log$=nucltop&blast_rank=15&RID=M8PN190D013"",""MW961154.1"")"
"Tobacco ringspot virus isolate TRSV-OH19 polyprotein gene, complete cds",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT577351.1?report=genbank&log$=nucltop&blast_rank=16&RID=M8PN190D013"",""MT577351.1"")"
"Tobacco ringspot virus isolate DSMZ PV-0236 segment RNA1 polyprotein 1 gene, complete cds",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW057706.1?report=genbank&log$=nucltop&blast_rank=17&RID=M8PN190D013"",""MW057706.1"")"
"Tobacco ringspot virus isolate YW segment RNA1, complete sequence",Tobacco ringspot virus,396,396,100%,1e-105,87.04,7512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT042825.1?report=genbank&log$=nucltop&blast_rank=18&RID=M8PN190D013"",""MT042825.1"")"
"Tobacco ringspot virus isolate CmTX-E segment RNA 1, complete sequence",Tobacco ringspot virus,391,391,100%,6e-104,86.73,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504763.1?report=genbank&log$=nucltop&blast_rank=19&RID=M8PN190D013"",""MN504763.1"")"
"Tobacco ringspot virus isolate CmTX-K segment RNA 1, complete sequence",Tobacco ringspot virus,387,387,100%,7e-103,86.42,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504769.1?report=genbank&log$=nucltop&blast_rank=20&RID=M8PN190D013"",""MN504769.1"")"
"Tobacco ringspot virus isolate CmTX-B segment RNA 1, complete sequence",Tobacco ringspot virus,387,387,100%,7e-103,86.42,7467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504760.1?report=genbank&log$=nucltop&blast_rank=21&RID=M8PN190D013"",""MN504760.1"")"
"Tobacco ringspot virus isolate SK segment RNA1, complete sequence",Tobacco ringspot virus,387,387,100%,7e-103,86.42,7513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ556849.1?report=genbank&log$=nucltop&blast_rank=22&RID=M8PN190D013"",""KJ556849.1"")"
"Tobacco ringspot virus isolate CmTX-M segment RNA 1, complete sequence",Tobacco ringspot virus,382,382,100%,3e-101,86.11,7465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504771.1?report=genbank&log$=nucltop&blast_rank=23&RID=M8PN190D013"",""MN504771.1"")"
"Tobacco ringspot virus isolate CmTX-C segment RNA 1, complete sequence",Tobacco ringspot virus,382,382,100%,3e-101,86.11,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN504761.1?report=genbank&log$=nucltop&blast_rank=24&RID=M8PN190D013"",""MN504761.1"")"
"Tobacco ringspot virus isolate WA-AM1 segment RNA1, complete sequence",Tobacco ringspot virus,382,382,100%,3e-101,86.11,7512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW495243.1?report=genbank&log$=nucltop&blast_rank=25&RID=M8PN190D013"",""MW495243.1"")"
