# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: ./diamond blastx -q /mountsde1/SRR7829146.fasta -d /mountsdb1/protein_database_taxonomy.dmnd -o /mountsde1/SRR7829146.tsv -e 1e-3 -k 1 --header -f 6 qseqid sseqid pident mismatch gapopen qstart qend sstart send evalue bitscore stitle -p 24 -b8 -c1 -t /dev/shm/
# Fields: Query ID, Subject ID, Percentage of identical matches, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score, Subject title
TRINITY_DN51_c0_g1_i1	XP_043525998.1	100	0	0	57	455	1	133	1.22e-84	259	XP_043525998.1 sodium/calcium exchanger regulatory protein 1 isoform X1 [Frieseomelitta varia]
TRINITY_DN51_c0_g1_i2	XP_043525999.1	100	0	0	168	560	1	131	7.40e-82	254	XP_043525999.1 sodium/calcium exchanger regulatory protein 1 isoform X2 [Frieseomelitta varia]
TRINITY_DN33_c0_g1_i2	XP_043513750.1	97.4	0	1	2429	210	1	721	0.0	1406	XP_043513750.1 peroxisomal multifunctional enzyme type 2 [Frieseomelitta varia]
TRINITY_DN33_c0_g1_i1	XP_043513750.1	100	0	0	2372	210	1	721	0.0	1415	XP_043513750.1 peroxisomal multifunctional enzyme type 2 [Frieseomelitta varia]
TRINITY_DN66_c0_g1_i1	KAF3430626.1	99.0	1	0	328	32	8	106	3.70e-62	196	KAF3430626.1 hypothetical protein E2986_09821 [Frieseomelitta varia]
TRINITY_DN52_c0_g1_i1	XP_001121212.2	100	0	0	87	413	1	109	3.14e-71	220	XP_001121212.2 U6 snRNA-associated Sm-like protein LSm7 isoform X3 [Apis mellifera]
TRINITY_DN44_c0_g2_i1	KAG7208363.1	98.2	4	0	1431	760	43	266	1.94e-150	444	KAG7208363.1 hypothetical protein KM043_014598 [Ampulex compressa]
TRINITY_DN61_c0_g1_i2	KAF3422657.1	100	0	0	117	1022	15	316	5.12e-222	622	KAF3422657.1 hypothetical protein E2986_13945 [Frieseomelitta varia]
TRINITY_DN61_c0_g1_i1	KAF3422657.1	99.3	2	0	231	1145	12	316	8.53e-222	623	KAF3422657.1 hypothetical protein E2986_13945 [Frieseomelitta varia]
TRINITY_DN55_c0_g1_i3	XP_043527720.1	97.4	0	1	2843	450	1	777	0.0	1561	XP_043527720.1 carnitine O-palmitoyltransferase 1, liver isoform isoform X1 [Frieseomelitta varia]
TRINITY_DN55_c0_g1_i1	XP_043527720.1	97.4	0	1	2843	450	1	777	0.0	1561	XP_043527720.1 carnitine O-palmitoyltransferase 1, liver isoform isoform X1 [Frieseomelitta varia]
TRINITY_DN55_c0_g1_i5	XP_043527720.1	100	0	0	1571	153	1	473	0.0	965	XP_043527720.1 carnitine O-palmitoyltransferase 1, liver isoform isoform X1 [Frieseomelitta varia]
TRINITY_DN55_c0_g1_i4	XP_043527720.1	100	0	0	2780	450	1	777	0.0	1575	XP_043527720.1 carnitine O-palmitoyltransferase 1, liver isoform isoform X1 [Frieseomelitta varia]
TRINITY_DN55_c0_g1_i6	XP_043527720.1	100	0	0	2780	450	1	777	0.0	1575	XP_043527720.1 carnitine O-palmitoyltransferase 1, liver isoform isoform X1 [Frieseomelitta varia]
TRINITY_DN55_c0_g2_i1	XP_043527723.1	100	0	0	235	2115	1	627	0.0	1238	XP_043527723.1 gephyrin isoform X1 [Frieseomelitta varia]
TRINITY_DN88_c0_g1_i4	XP_043518378.1	100	0	0	26	1522	1	499	0.0	975	XP_043518378.1 glycerol-3-phosphate acyltransferase 3 isoform X1 [Frieseomelitta varia]
TRINITY_DN88_c0_g1_i1	XP_043518379.1	100	0	0	26	1519	1	498	0.0	988	XP_043518379.1 glycerol-3-phosphate acyltransferase 3 isoform X2 [Frieseomelitta varia]
TRINITY_DN88_c0_g1_i2	XP_043600640.1	96.2	16	0	26	1285	1	420	1.19e-285	794	XP_043600640.1 glycerol-3-phosphate acyltransferase 3 isoform X5 [Bombus pyrosoma]
TRINITY_DN88_c0_g1_i3	XP_043518380.1	95.8	15	0	880	1959	218	577	7.12e-243	701	XP_043518380.1 glycerol-3-phosphate acyltransferase 3 isoform X3 [Frieseomelitta varia]
TRINITY_DN38_c0_g1_i1	XP_043522105.1	100	0	0	244	717	1	158	1.16e-105	313	XP_043522105.1 28S ribosomal protein S18a, mitochondrial [Frieseomelitta varia]
TRINITY_DN73_c0_g1_i1	XP_043525008.1	100	0	0	28	1344	1	439	0.0	897	XP_043525008.1 neuronal acetylcholine receptor subunit alpha-3-like isoform X1 [Frieseomelitta varia]
TRINITY_DN73_c0_g1_i2	XP_043525015.1	100	0	0	28	1311	1	428	0.0	879	XP_043525015.1 neuronal acetylcholine receptor subunit alpha-3-like isoform X2 [Frieseomelitta varia]
TRINITY_DN42_c0_g1_i1	XP_043522303.1	100	0	0	389	877	1	163	1.30e-116	345	XP_043522303.1 waprin-Phi1-like isoform X2 [Frieseomelitta varia]
TRINITY_DN42_c0_g1_i2	XP_043522303.1	100	0	0	772	1260	1	163	1.45e-114	345	XP_043522303.1 waprin-Phi1-like isoform X2 [Frieseomelitta varia]
TRINITY_DN2_c0_g1_i1	XP_043513656.1	100	0	0	707	48	48	267	1.58e-153	437	XP_043513656.1 ras-related protein Rab-34 [Frieseomelitta varia]
TRINITY_DN2_c0_g2_i4	XP_043513640.1	100	0	0	3322	1241	1	694	0.0	1393	XP_043513640.1 NADPH--cytochrome P450 reductase isoform X2 [Frieseomelitta varia]
TRINITY_DN2_c0_g2_i1	XP_043513640.1	100	0	0	432	211	1	74	1.87e-28	126	XP_043513640.1 NADPH--cytochrome P450 reductase isoform X2 [Frieseomelitta varia]
TRINITY_DN2_c0_g2_i2	XP_043513640.1	100	0	0	420	211	5	74	6.63e-26	118	XP_043513640.1 NADPH--cytochrome P450 reductase isoform X2 [Frieseomelitta varia]
TRINITY_DN2_c0_g2_i3	XP_043513640.1	100	0	0	3310	1241	5	694	0.0	1385	XP_043513640.1 NADPH--cytochrome P450 reductase isoform X2 [Frieseomelitta varia]
TRINITY_DN37_c0_g1_i2	XP_043517637.1	100	0	0	480	794	1	105	8.03e-65	211	XP_043517637.1 thioredoxin-2-like [Frieseomelitta varia]
TRINITY_DN37_c0_g1_i3	XP_043517637.1	100	0	0	529	843	1	105	1.35e-64	211	XP_043517637.1 thioredoxin-2-like [Frieseomelitta varia]
TRINITY_DN37_c0_g1_i1	XP_043517637.1	100	0	0	480	620	1	47	8.36e-23	99.8	XP_043517637.1 thioredoxin-2-like [Frieseomelitta varia]
TRINITY_DN5_c0_g1_i3	XP_043518387.1	100	0	0	282	1211	1	310	1.85e-224	632	XP_043518387.1 1,5-anhydro-D-fructose reductase-like [Frieseomelitta varia]
TRINITY_DN5_c0_g1_i4	XP_043518387.1	100	0	0	150	1079	1	310	1.43e-225	632	XP_043518387.1 1,5-anhydro-D-fructose reductase-like [Frieseomelitta varia]
TRINITY_DN5_c0_g1_i1	XP_043518387.1	100	0	0	150	1079	1	310	3.56e-225	632	XP_043518387.1 1,5-anhydro-D-fructose reductase-like [Frieseomelitta varia]
TRINITY_DN5_c0_g1_i2	XP_043518387.1	100	0	0	282	1211	1	310	7.56e-225	632	XP_043518387.1 1,5-anhydro-D-fructose reductase-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i7	XP_043512692.1	99.7	1	0	962	3	1	320	3.37e-227	651	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i8	XP_043512692.1	99.7	1	0	962	3	1	320	2.67e-229	651	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i2	XP_043512692.1	88.6	61	1	1652	3	1	552	0.0	1012	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i5	XP_043512692.1	88.6	61	1	1652	3	1	552	0.0	1012	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i9	XP_043512692.1	87.7	66	1	1652	3	1	552	0.0	1002	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i1	XP_043512692.1	98.2	10	0	1658	3	1	552	0.0	1119	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i4	XP_043512692.1	87.7	66	1	1652	3	1	552	0.0	1001	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i6	XP_043512692.1	87.7	66	1	1652	3	1	552	0.0	1002	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i12	XP_043512692.1	97.3	15	0	1658	3	1	552	0.0	1109	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g2_i10	XP_043512692.1	98.2	10	0	1658	3	1	552	0.0	1119	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g3_i1	XP_043512692.1	88.5	58	1	3	1556	109	628	0.0	950	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g3_i6	XP_043512692.1	97.8	11	0	3	1526	109	616	0.0	1026	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g3_i4	XP_043512692.1	98.7	7	0	3	1562	109	628	0.0	1057	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g3_i2	XP_043512692.1	87.4	62	1	3	1520	109	616	0.0	918	XP_043512692.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c0_g4_i1	XP_043512700.1	94.3	5	0	261	1	508	594	9.42e-53	184	XP_043512700.1 glucose dehydrogenase [FAD, quinone]-like [Frieseomelitta varia]
TRINITY_DN63_c1_g1_i1	XP_003397118.1	100	0	0	702	151	1	184	4.19e-121	362	XP_003397118.1 ras-like protein 3 [Bombus terrestris]
TRINITY_DN63_c1_g1_i2	XP_003397118.1	100	0	0	702	151	1	184	8.23e-123	362	XP_003397118.1 ras-like protein 3 [Bombus terrestris]
TRINITY_DN63_c2_g1_i1	XP_043522590.1	100	0	0	106	339	1	78	8.11e-54	174	XP_043522590.1 uncharacterized protein LOC122535261 [Frieseomelitta varia]
TRINITY_DN63_c3_g1_i2	XP_043521043.1	99.4	2	0	2727	1732	1	332	1.33e-220	646	XP_043521043.1 transmembrane protein 135-like [Frieseomelitta varia]
TRINITY_DN63_c3_g1_i1	XP_043521043.1	100	0	0	2653	1244	1	470	0.0	928	XP_043521043.1 transmembrane protein 135-like [Frieseomelitta varia]
TRINITY_DN63_c5_g1_i5	XP_012173889.1	99.5	1	0	693	82	1	204	1.09e-96	293	XP_012173889.1 troponin I isoform X17 [Bombus terrestris]
TRINITY_DN63_c5_g1_i15	DAA05521.1	92.2	9	0	382	35	89	204	4.31e-64	204	DAA05521.1 TPA_inf: troponin I isoform 6b2 [Apis mellifera]
TRINITY_DN63_c5_g1_i17	XP_012173882.1	98.0	4	0	693	82	1	204	3.92e-92	282	XP_012173882.1 troponin I isoform X16 [Bombus terrestris]
TRINITY_DN63_c5_g1_i7	CAD1468690.1	88.7	6	0	515	357	1	53	2.64e-21	93.6	CAD1468690.1 unnamed protein product, partial [Heterotrigona itama]
TRINITY_DN63_c5_g1_i16	XP_017788440.1	99.1	2	0	1323	688	1	212	2.65e-94	295	XP_017788440.1 PREDICTED: troponin I-like isoform X8 [Habropoda laboriosa]
TRINITY_DN63_c5_g1_i10	XP_017788443.1	98.5	3	0	675	82	1	198	5.33e-99	299	XP_017788443.1 PREDICTED: troponin I-like isoform X11 [Habropoda laboriosa]
TRINITY_DN63_c5_g1_i1	CAD1468690.1	88.7	6	0	503	345	1	53	2.33e-21	93.6	CAD1468690.1 unnamed protein product, partial [Heterotrigona itama]
