Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus vancouverensis nearcticus],Bombus vancouverensis nearcticus,340,340,99%,5e-113,98.25,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033206492.1?report=genbank&log$=prottop&blast_rank=1&RID=KR9MYVX8013"",""XP_033206492.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus huntii],Bombus huntii,340,340,99%,5e-113,98.25,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050471046.1?report=genbank&log$=prottop&blast_rank=2&RID=KR9MYVX8013"",""XP_050471046.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus impatiens],Bombus impatiens,339,339,99%,7e-113,98.25,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003489647.1?report=genbank&log$=prottop&blast_rank=3&RID=KR9MYVX8013"",""XP_003489647.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Bombus terrestris],Bombus terrestris,338,338,99%,3e-112,97.66,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003398817.1?report=genbank&log$=prottop&blast_rank=4&RID=KR9MYVX8013"",""XP_003398817.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus pyrosoma],Bombus pyrosoma,338,338,99%,3e-112,97.66,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043595066.1?report=genbank&log$=prottop&blast_rank=5&RID=KR9MYVX8013"",""XP_043595066.1"")"
PREDICTED: feline leukemia virus subgroup C receptor-related protein 2 [Eufriesea mexicana],Eufriesea mexicana,307,307,99%,3e-100,87.13,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017764497.1?report=genbank&log$=prottop&blast_rank=6&RID=KR9MYVX8013"",""XP_017764497.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Frieseomelitta varia],Frieseomelitta varia,295,295,99%,2e-95,83.04,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043524473.1?report=genbank&log$=prottop&blast_rank=7&RID=KR9MYVX8013"",""XP_043524473.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Apis florea],Apis florea,290,290,99%,2e-93,82.46,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003691133.1?report=genbank&log$=prottop&blast_rank=8&RID=KR9MYVX8013"",""XP_003691133.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis mellifera caucasica],Apis mellifera caucasica,289,289,99%,3e-93,81.87,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG6800348.1?report=genbank&log$=prottop&blast_rank=9&RID=KR9MYVX8013"",""KAG6800348.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis mellifera],Apis mellifera,289,289,99%,4e-93,81.87,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016770560.2?report=genbank&log$=prottop&blast_rank=10&RID=KR9MYVX8013"",""XP_016770560.2"")"
