Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bombus terrestris genome assembly, chromosome: 9",Bombus terrestris,628,4459,99%,2e-175,98.35,19446242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342929.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8B11PZM013"",""OU342929.1"")"
"Bombus terrestris genome assembly, chromosome: 6",Bombus terrestris,628,961,99%,2e-175,98.35,23129593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342926.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8B11PZM013"",""OU342926.1"")"
"Bombus terrestris genome assembly, chromosome: 2",Bombus terrestris,628,1767,99%,2e-175,98.35,19735706,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342922.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8B11PZM013"",""OU342922.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126919890 (LOC126919890), mRNA",Bombus affinis,624,952,99%,1e-173,98.07,1179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050729567.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8B11PZM013"",""XM_050729567.1"")"
"Bombus terrestris genome assembly, chromosome: 12",Bombus terrestris,624,957,99%,1e-173,98.07,12897853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342932.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8B11PZM013"",""OU342932.1"")"
"Bombus terrestris genome assembly, chromosome: 8",Bombus terrestris,619,948,99%,1e-172,97.80,11657431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342928.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8B11PZM013"",""OU342928.1"")"
"Bombus terrestris genome assembly, chromosome: 7",Bombus terrestris,565,840,99%,2e-156,94.49,25524254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342927.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8B11PZM013"",""OU342927.1"")"
"Bombus terrestris genome assembly, chromosome: 16",Bombus terrestris,543,813,99%,3e-149,92.66,8887048,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342936.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8B11PZM013"",""OU342936.1"")"
"PREDICTED: Bombus terrestris secreted RxLR effector protein 161-like (LOC125386121), mRNA",Bombus terrestris,520,722,73%,9e-143,100.00,567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_048411080.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8B11PZM013"",""XM_048411080.1"")"
"Bombus campestris genome assembly, chromosome: 1",Bombus campestris,508,1527,96%,6e-139,92.26,17090360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995126.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8B11PZM013"",""HG995126.1"")"
"Bombus pratorum genome assembly, chromosome: 5",Bombus pratorum,500,770,98%,8e-137,91.04,18497082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883987.1?report=genbank&log$=nucltop&blast_rank=11&RID=M8B11PZM013"",""OV883987.1"")"
"Bombus sylvestris genome assembly, chromosome: 10",Bombus sylvestris,490,752,97%,2e-133,90.48,13155774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443149.1?report=genbank&log$=nucltop&blast_rank=12&RID=M8B11PZM013"",""OU443149.1"")"
"Bombus sylvestris genome assembly, chromosome: 4",Bombus sylvestris,463,683,98%,2e-125,87.96,14736413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443144.1?report=genbank&log$=nucltop&blast_rank=13&RID=M8B11PZM013"",""OU443144.1"")"
"Bombus campestris genome assembly, chromosome: 4",Bombus campestris,460,667,98%,3e-124,88.27,15042555,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995129.1?report=genbank&log$=nucltop&blast_rank=14&RID=M8B11PZM013"",""HG995129.1"")"
"Bombus pratorum genome assembly, chromosome: 8",Bombus pratorum,424,584,91%,2e-113,86.27,16494161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883990.1?report=genbank&log$=nucltop&blast_rank=15&RID=M8B11PZM013"",""OV883990.1"")"
"Bombus campestris genome assembly, chromosome: 9",Bombus campestris,410,589,97%,1e-109,85.43,12353142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995134.1?report=genbank&log$=nucltop&blast_rank=16&RID=M8B11PZM013"",""HG995134.1"")"
"Bombus sylvestris genome assembly, chromosome: 17",Bombus sylvestris,392,586,97%,3e-104,84.31,11473667,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443156.1?report=genbank&log$=nucltop&blast_rank=17&RID=M8B11PZM013"",""OU443156.1"")"
"Bombus pratorum genome assembly, chromosome: 18",Bombus pratorum,354,490,97%,8e-93,82.04,6063290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV884000.1?report=genbank&log$=nucltop&blast_rank=18&RID=M8B11PZM013"",""OV884000.1"")"
"Bombus pratorum genome assembly, chromosome: 13",Bombus pratorum,354,978,97%,8e-93,81.77,13032505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883995.1?report=genbank&log$=nucltop&blast_rank=19&RID=M8B11PZM013"",""OV883995.1"")"
"Bombus hypnorum genome assembly, chromosome: 3",Bombus hypnorum,331,486,86%,9e-86,78.99,25048444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427022.1?report=genbank&log$=nucltop&blast_rank=20&RID=M8B11PZM013"",""OU427022.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126927369 (LOC126927369), ncRNA",Bombus affinis,328,592,64%,1e-84,93.93,500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007715421.1?report=genbank&log$=nucltop&blast_rank=21&RID=M8B11PZM013"",""XR_007715421.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X44, misc_RNA",Bombus affinis,297,891,92%,2e-75,77.75,4203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709728.1?report=genbank&log$=nucltop&blast_rank=22&RID=M8B11PZM013"",""XR_007709728.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X28, misc_RNA",Bombus affinis,297,682,93%,2e-75,77.75,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709714.1?report=genbank&log$=nucltop&blast_rank=23&RID=M8B11PZM013"",""XR_007709714.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X27, misc_RNA",Bombus affinis,297,681,92%,2e-75,77.75,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709713.1?report=genbank&log$=nucltop&blast_rank=24&RID=M8B11PZM013"",""XR_007709713.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X26, misc_RNA",Bombus affinis,297,681,92%,2e-75,77.75,3094,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709712.1?report=genbank&log$=nucltop&blast_rank=25&RID=M8B11PZM013"",""XR_007709712.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X24, misc_RNA",Bombus affinis,297,681,92%,2e-75,77.75,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709710.1?report=genbank&log$=nucltop&blast_rank=26&RID=M8B11PZM013"",""XR_007709710.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X23, misc_RNA",Bombus affinis,297,681,92%,2e-75,77.75,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709709.1?report=genbank&log$=nucltop&blast_rank=27&RID=M8B11PZM013"",""XR_007709709.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X22, misc_RNA",Bombus affinis,297,892,93%,2e-75,77.75,3806,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709708.1?report=genbank&log$=nucltop&blast_rank=28&RID=M8B11PZM013"",""XR_007709708.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X21, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3119,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709707.1?report=genbank&log$=nucltop&blast_rank=29&RID=M8B11PZM013"",""XR_007709707.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X20, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709706.1?report=genbank&log$=nucltop&blast_rank=30&RID=M8B11PZM013"",""XR_007709706.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X19, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709705.1?report=genbank&log$=nucltop&blast_rank=31&RID=M8B11PZM013"",""XR_007709705.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X18, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709704.1?report=genbank&log$=nucltop&blast_rank=32&RID=M8B11PZM013"",""XR_007709704.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X17, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709703.1?report=genbank&log$=nucltop&blast_rank=33&RID=M8B11PZM013"",""XR_007709703.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X16, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709702.1?report=genbank&log$=nucltop&blast_rank=34&RID=M8B11PZM013"",""XR_007709702.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X15, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709701.1?report=genbank&log$=nucltop&blast_rank=35&RID=M8B11PZM013"",""XR_007709701.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X14, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709700.1?report=genbank&log$=nucltop&blast_rank=36&RID=M8B11PZM013"",""XR_007709700.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X13, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709699.1?report=genbank&log$=nucltop&blast_rank=37&RID=M8B11PZM013"",""XR_007709699.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X12, misc_RNA",Bombus affinis,297,690,92%,2e-75,77.75,3470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709698.1?report=genbank&log$=nucltop&blast_rank=38&RID=M8B11PZM013"",""XR_007709698.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X32, misc_RNA",Bombus affinis,292,464,92%,8e-74,77.46,2070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709718.1?report=genbank&log$=nucltop&blast_rank=39&RID=M8B11PZM013"",""XR_007709718.1"")"
"PREDICTED: Bombus terrestris uncharacterized LOC125384945 (LOC125384945), transcript variant X3, ncRNA",Bombus terrestris,292,2148,92%,8e-74,77.71,8310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007223803.1?report=genbank&log$=nucltop&blast_rank=40&RID=M8B11PZM013"",""XR_007223803.1"")"
"PREDICTED: Bombus terrestris uncharacterized LOC125384945 (LOC125384945), transcript variant X2, ncRNA",Bombus terrestris,292,2148,92%,8e-74,77.71,8414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007223802.1?report=genbank&log$=nucltop&blast_rank=41&RID=M8B11PZM013"",""XR_007223802.1"")"
