Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Turnip ringspot virus isolate DSMZ PV-0355 segment RNA 1, partial sequence",Turnip ringspot virus,1193,1193,99%,0.0,85.40,6082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW274715.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8ATS90R013"",""MW274715.1"")"
"Turnip ringspot virus isolate Toledo segment RNA 1, complete sequence",Turnip ringspot virus,1179,1179,99%,0.0,85.11,6082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ712026.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8ATS90R013"",""FJ712026.1"")"
"Turnip ringspot virus isolate M12 segment RNA1, complete sequence",Turnip ringspot virus,1053,1053,99%,0.0,82.42,6078,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ516745.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8ATS90R013"",""FJ516745.1"")"
"Turnip ringspot virus isolate B segment RNA1, complete sequence",Turnip ringspot virus,1035,1035,99%,0.0,82.04,6084,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GQ222381.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8ATS90R013"",""GQ222381.1"")"
"Turnip ringspot virus isolate CV-3 segment RNA1, complete sequence",Turnip ringspot virus,968,968,99%,0.0,80.81,6076,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU968732.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8ATS90R013"",""GU968732.1"")"
"Turnip ringspot virus isolate TR59 segment RNA1, complete sequence",Turnip ringspot virus,789,789,99%,0.0,76.86,6027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW720558.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8ATS90R013"",""MW720558.1"")"
"Radish mosaic virus isolate Bb segment RNA1, complete sequence",Radish mosaic virus,311,311,65%,2e-79,70.25,6065,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW810303.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8ATS90R013"",""MW810303.1"")"
"Radish mosaic virus isolate Gg segment RNA1, complete sequence",Radish mosaic virus,303,303,66%,8e-77,70.26,6065,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW810305.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8ATS90R013"",""MW810305.1"")"
"Radish mosaic virus genomic RNA, segment RNA1, complete sequence, strain: California",Radish mosaic virus,300,300,65%,3e-76,70.04,6063,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB456531.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8ATS90R013"",""AB456531.1"")"
"Radish mosaic virus isolate Jj-5 segment RNA1, complete sequence",Radish mosaic virus,298,298,66%,1e-75,70.11,6065,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH053441.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8ATS90R013"",""MH053441.1"")"
"Radish mosaic virus isolate Aa segment RNA1, complete sequence",Radish mosaic virus,298,298,66%,1e-75,70.11,6065,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW810307.1?report=genbank&log$=nucltop&blast_rank=11&RID=M8ATS90R013"",""MW810307.1"")"
"Radish mosaic virus genomic RNA, segment RNA1, complete sequence",Radish mosaic virus,297,297,64%,3e-75,70.21,6064,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB295643.1?report=genbank&log$=nucltop&blast_rank=12&RID=M8ATS90R013"",""AB295643.1"")"
"Radish mosaic virus isolate DH-1 segment RNA1, complete sequence",Radish mosaic virus,286,286,65%,6e-72,69.79,6041,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM032712.1?report=genbank&log$=nucltop&blast_rank=13&RID=M8ATS90R013"",""HM032712.1"")"
"Radish mosaic virus isolate RaMV1 segment RNA1 polyprotein gene, complete cds",Radish mosaic virus,260,260,65%,9e-64,68.87,6048,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU450837.1?report=genbank&log$=nucltop&blast_rank=14&RID=M8ATS90R013"",""EU450837.1"")"
"Turnip ringspot virus isolate 4782TC1 polyprotein gene, partial cds",Turnip ringspot virus,248,248,18%,2e-60,88.54,561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX045854.1?report=genbank&log$=nucltop&blast_rank=15&RID=M8ATS90R013"",""JX045854.1"")"
"Arabidopsis latent virus-1 segment RNA1, complete sequence",Arabidopsis latent virus-1,139,139,21%,2e-27,74.78,5953,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH899120.1?report=genbank&log$=nucltop&blast_rank=16&RID=M8ATS90R013"",""MH899120.1"")"
