Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bombus terrestris genome assembly, chromosome: 12",Bombus terrestris,251,350,98%,3e-62,85.98,12897853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342932.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8BBD53C016"",""OU342932.1"")"
"Bombus terrestris genome assembly, chromosome: 9",Bombus terrestris,251,535,98%,3e-62,85.98,19446242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342929.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8BBD53C016"",""OU342929.1"")"
"Bombus terrestris genome assembly, chromosome: 6",Bombus terrestris,251,350,98%,3e-62,85.98,23129593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342926.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8BBD53C016"",""OU342926.1"")"
"Bombus terrestris genome assembly, chromosome: 2",Bombus terrestris,251,630,98%,3e-62,85.98,19735706,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342922.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8BBD53C016"",""OU342922.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126919890 (LOC126919890), mRNA",Bombus affinis,247,247,86%,1e-60,85.51,1179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050729567.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8BBD53C016"",""XM_050729567.1"")"
"Bombus terrestris genome assembly, chromosome: 8",Bombus terrestris,247,346,98%,1e-60,85.51,11657431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342928.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8BBD53C016"",""OU342928.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126927369 (LOC126927369), ncRNA",Bombus affinis,224,224,71%,1e-53,88.07,500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007715421.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8BBD53C016"",""XR_007715421.1"")"
"Bombus pratorum genome assembly, chromosome: 5",Bombus pratorum,212,212,81%,2e-50,83.17,18497082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883987.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8BBD53C016"",""OV883987.1"")"
"Bombus sylvestris genome assembly, chromosome: 10",Bombus sylvestris,211,282,98%,8e-50,81.78,13155774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443149.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8BBD53C016"",""OU443149.1"")"
"Bombus terrestris genome assembly, chromosome: 7",Bombus terrestris,211,301,98%,8e-50,81.78,25524254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342927.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8BBD53C016"",""OU342927.1"")"
