Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bombus terrestris genome assembly, chromosome: 17",Bombus terrestris,572,5307,100%,8e-159,100.00,11646943,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342937.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8BBD53C016"",""OU342937.1"")"
"Bombus hypnorum genome assembly, chromosome: 1",Bombus hypnorum,424,1699,94%,9e-114,89.71,28433842,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427020.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8BBD53C016"",""OU427020.1"")"
"Bombus pratorum genome assembly, chromosome: 13",Bombus pratorum,419,3113,94%,1e-112,89.39,13032505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883995.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8BBD53C016"",""OV883995.1"")"
"Bombus sylvestris genome assembly, chromosome: 20",Bombus sylvestris,419,839,94%,1e-112,89.39,10238175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443160.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8BBD53C016"",""OU443160.1"")"
"Bombus sylvestris genome assembly, chromosome: 1",Bombus sylvestris,419,830,94%,1e-112,89.39,18982394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443141.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8BBD53C016"",""OU443141.1"")"
"Bombus pratorum genome assembly, chromosome: 15",Bombus pratorum,415,415,94%,5e-111,89.07,11973757,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883997.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8BBD53C016"",""OV883997.1"")"
"Bombus hypnorum genome assembly, chromosome: 8",Bombus hypnorum,415,812,94%,5e-111,89.07,21921754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427027.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8BBD53C016"",""OU427027.1"")"
"Bombus campestris genome assembly, chromosome: 19",Bombus campestris,415,415,94%,5e-111,89.07,8792108,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995144.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8BBD53C016"",""HG995144.1"")"
"Bombus campestris genome assembly, chromosome: 13",Bombus campestris,415,415,94%,5e-111,89.07,11063797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995138.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8BBD53C016"",""HG995138.1"")"
"Bombus campestris genome assembly, chromosome: 5",Bombus campestris,412,412,91%,2e-110,89.74,13530904,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995130.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8BBD53C016"",""HG995130.1"")"
"Bombus sylvestris genome assembly, chromosome: 10",Bombus sylvestris,410,807,94%,6e-110,88.75,13155774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443149.1?report=genbank&log$=nucltop&blast_rank=11&RID=M8BBD53C016"",""OU443149.1"")"
"Bombus hypnorum genome assembly, chromosome: 9",Bombus hypnorum,410,803,94%,6e-110,88.75,19428308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427028.1?report=genbank&log$=nucltop&blast_rank=12&RID=M8BBD53C016"",""OU427028.1"")"
