Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Megachile willughbiella genome assembly, chromosome: 2",Megachile willughbiella,314,365,88%,8e-81,97.31,24375572,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243795.1?report=genbank&log$=nucltop&blast_rank=1&RID=KSXUHUZ701R"",""OX243795.1"")"
"Megachile ligniseca genome assembly, chromosome: 8",Megachile ligniseca,311,311,88%,3e-80,96.79,14185458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243784.1?report=genbank&log$=nucltop&blast_rank=2&RID=KSXUHUZ701R"",""OX243784.1"")"
"Megachile ligniseca genome assembly, chromosome: 1",Megachile ligniseca,306,306,88%,1e-78,96.26,20718490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243777.1?report=genbank&log$=nucltop&blast_rank=3&RID=KSXUHUZ701R"",""OX243777.1"")"
"Megachile willughbiella genome assembly, chromosome: 10",Megachile willughbiella,298,298,88%,2e-76,95.72,16228947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243803.1?report=genbank&log$=nucltop&blast_rank=4&RID=KSXUHUZ701R"",""OX243803.1"")"
"Cerceris rybyensis genome assembly, chromosome: 3",Cerceris rybyensis,224,284,88%,1e-53,86.56,34308186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342791.1?report=genbank&log$=nucltop&blast_rank=5&RID=KSXUHUZ701R"",""OU342791.1"")"
"Athalia rosae genome assembly, chromosome: 6",Athalia rosae,110,162,89%,2e-19,72.87,17805594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU795005.1?report=genbank&log$=nucltop&blast_rank=6&RID=KSXUHUZ701R"",""OU795005.1"")"
"Athalia rosae genome assembly, chromosome: 3",Athalia rosae,110,220,89%,2e-19,72.87,25530711,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU795002.1?report=genbank&log$=nucltop&blast_rank=7&RID=KSXUHUZ701R"",""OU795002.1"")"
"Athalia rosae genome assembly, chromosome: 1",Athalia rosae,110,110,89%,2e-19,72.87,32626317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU795000.1?report=genbank&log$=nucltop&blast_rank=8&RID=KSXUHUZ701R"",""OU795000.1"")"
"Syritta pipiens genome assembly, chromosome: 4",Syritta pipiens,107,249,82%,6e-19,74.84,57582887,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR994574.1?report=genbank&log$=nucltop&blast_rank=9&RID=KSXUHUZ701R"",""LR994574.1"")"
"Syritta pipiens genome assembly, chromosome: 3",Syritta pipiens,107,107,75%,6e-19,74.84,58929916,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR994573.1?report=genbank&log$=nucltop&blast_rank=10&RID=KSXUHUZ701R"",""LR994573.1"")"
"Syritta pipiens genome assembly, chromosome: 2",Syritta pipiens,107,215,75%,6e-19,74.84,86509480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR994572.1?report=genbank&log$=nucltop&blast_rank=11&RID=KSXUHUZ701R"",""LR994572.1"")"
"Athalia rosae genome assembly, chromosome: 2",Athalia rosae,105,105,89%,2e-18,72.34,31322461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU795001.1?report=genbank&log$=nucltop&blast_rank=12&RID=KSXUHUZ701R"",""OU795001.1"")"
"Bombus hypnorum genome assembly, chromosome: 7",Bombus hypnorum,104,104,72%,7e-18,75.97,23541710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427026.1?report=genbank&log$=nucltop&blast_rank=13&RID=KSXUHUZ701R"",""OU427026.1"")"
"Bombus hypnorum genome assembly, chromosome: 3",Bombus hypnorum,100,200,72%,9e-17,75.32,25048444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427022.1?report=genbank&log$=nucltop&blast_rank=14&RID=KSXUHUZ701R"",""OU427022.1"")"
"Cerceris rybyensis genome assembly, chromosome: 12",Cerceris rybyensis,100,194,88%,9e-17,85.88,17682614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342800.1?report=genbank&log$=nucltop&blast_rank=15&RID=KSXUHUZ701R"",""OU342800.1"")"
"Macaria notata genome assembly, chromosome: 25",Macaria notata,98.7,98.7,84%,3e-16,72.07,9631314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV656749.1?report=genbank&log$=nucltop&blast_rank=16&RID=KSXUHUZ701R"",""OV656749.1"")"
"Macaria notata genome assembly, chromosome: 4",Macaria notata,98.7,98.7,84%,3e-16,72.07,15275474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV656728.1?report=genbank&log$=nucltop&blast_rank=17&RID=KSXUHUZ701R"",""OV656728.1"")"
"Macaria notata genome assembly, chromosome: Z",Macaria notata,98.7,98.7,84%,3e-16,72.07,23248439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV656724.1?report=genbank&log$=nucltop&blast_rank=18&RID=KSXUHUZ701R"",""OV656724.1"")"
"Cerceris rybyensis genome assembly, chromosome: 10",Cerceris rybyensis,96.0,324,88%,4e-15,84.71,20766815,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342798.1?report=genbank&log$=nucltop&blast_rank=19&RID=KSXUHUZ701R"",""OU342798.1"")"
"Sarcophaga subvicina genome assembly, chromosome: X",Sarcophaga subvicina,95.1,151,85%,4e-15,72.38,20104721,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW388085.1?report=genbank&log$=nucltop&blast_rank=20&RID=KSXUHUZ701R"",""OW388085.1"")"
"PREDICTED: Bombus bifarius uncharacterized protein K02A2.6-like (LOC117208703), mRNA",Bombus bifarius,90.6,90.6,72%,2e-13,74.84,2727,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033449993.1?report=genbank&log$=nucltop&blast_rank=21&RID=KSXUHUZ701R"",""XM_033449993.1"")"
"PREDICTED: Bombus huntii uncharacterized protein K02A2.6-like (LOC126875136), mRNA",Bombus huntii,90.6,90.6,72%,2e-13,74.84,3651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050637860.1?report=genbank&log$=nucltop&blast_rank=22&RID=KSXUHUZ701R"",""XM_050637860.1"")"
"Andrena hattorfiana genome assembly, chromosome: 7",Andrena hattorfiana,88.7,88.7,81%,5e-13,73.45,36459576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX122895.1?report=genbank&log$=nucltop&blast_rank=23&RID=KSXUHUZ701R"",""OX122895.1"")"
"Andrena hattorfiana genome assembly, chromosome: 4",Andrena hattorfiana,88.7,88.7,81%,5e-13,73.45,44405252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX122892.1?report=genbank&log$=nucltop&blast_rank=24&RID=KSXUHUZ701R"",""OX122892.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 21",Amphipyra tragopoginis,87.8,87.8,77%,5e-13,71.78,25837696,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG992012.1?report=genbank&log$=nucltop&blast_rank=25&RID=KSXUHUZ701R"",""HG992012.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 18",Amphipyra tragopoginis,87.8,162,77%,5e-13,71.78,26545460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG992009.1?report=genbank&log$=nucltop&blast_rank=26&RID=KSXUHUZ701R"",""HG992009.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 15",Amphipyra tragopoginis,87.8,87.8,77%,5e-13,71.78,27697990,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG992006.1?report=genbank&log$=nucltop&blast_rank=27&RID=KSXUHUZ701R"",""HG992006.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 2",Amphipyra tragopoginis,87.8,166,77%,5e-13,71.78,30956389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG991993.1?report=genbank&log$=nucltop&blast_rank=28&RID=KSXUHUZ701R"",""HG991993.1"")"
"Tenthredo mesomela genome assembly, chromosome: 8",Tenthredo mesomela,86.9,86.9,54%,2e-12,76.52,28580216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX031020.1?report=genbank&log$=nucltop&blast_rank=29&RID=KSXUHUZ701R"",""OX031020.1"")"
"Pemphredon lugubris genome assembly, chromosome: 2",Pemphredon lugubris,86.0,86.0,81%,2e-12,70.93,66556748,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW121816.1?report=genbank&log$=nucltop&blast_rank=30&RID=KSXUHUZ701R"",""OW121816.1"")"
"Sarcophaga variegata genome assembly, chromosome: X",Sarcophaga variegata,86.0,86.0,85%,2e-12,71.27,10724851,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW026363.1?report=genbank&log$=nucltop&blast_rank=31&RID=KSXUHUZ701R"",""OW026363.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 19",Amphipyra tragopoginis,83.3,83.3,77%,2e-11,71.17,26415014,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG992010.1?report=genbank&log$=nucltop&blast_rank=32&RID=KSXUHUZ701R"",""HG992010.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 16",Amphipyra tragopoginis,83.3,161,77%,2e-11,71.17,26860071,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG992007.1?report=genbank&log$=nucltop&blast_rank=33&RID=KSXUHUZ701R"",""HG992007.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: 12",Amphipyra tragopoginis,83.3,162,77%,2e-11,71.17,28302470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG992003.1?report=genbank&log$=nucltop&blast_rank=34&RID=KSXUHUZ701R"",""HG992003.1"")"
"Amphipyra tragopoginis genome assembly, chromosome: Z",Amphipyra tragopoginis,83.3,83.3,77%,2e-11,71.17,37340338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG991991.1?report=genbank&log$=nucltop&blast_rank=35&RID=KSXUHUZ701R"",""HG991991.1"")"
"Erannis defoliaria genome assembly, chromosome: 24",Erannis defoliaria,82.4,82.4,87%,2e-11,69.73,13177765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FR990090.1?report=genbank&log$=nucltop&blast_rank=36&RID=KSXUHUZ701R"",""FR990090.1"")"
"Sarcophaga rosellei genome assembly, chromosome: 4",Sarcophaga rosellei,81.5,743,82%,8e-11,70.35,97575057,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV884020.1?report=genbank&log$=nucltop&blast_rank=37&RID=KSXUHUZ701R"",""OV884020.1"")"
"Cosmia trapezina genome assembly, chromosome: 23",Cosmia trapezina,81.5,81.5,88%,8e-11,69.52,22806617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR991042.1?report=genbank&log$=nucltop&blast_rank=38&RID=KSXUHUZ701R"",""LR991042.1"")"
