Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Megachile ligniseca genome assembly, chromosome: 2",Megachile ligniseca,115,115,28%,6e-21,90.00,18673841,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243778.1?report=genbank&log$=nucltop&blast_rank=1&RID=KSUVA36S01R"",""OX243778.1"")"
"Lasioglossum pauxillum genome assembly, chromosome: 6",Lasioglossum pauxillum,79.7,79.7,49%,4e-10,71.07,46473367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW121704.1?report=genbank&log$=nucltop&blast_rank=2&RID=KSUVA36S01R"",""OW121704.1"")"
"Lasioglossum pauxillum genome assembly, chromosome: 4",Lasioglossum pauxillum,79.7,79.7,49%,4e-10,71.07,50619896,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW121702.1?report=genbank&log$=nucltop&blast_rank=3&RID=KSUVA36S01R"",""OW121702.1"")"
"Pterostichus madidus genome assembly, chromosome: 3",Pterostichus madidus,79.7,79.7,36%,4e-10,76.11,45368881,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU452303.1?report=genbank&log$=nucltop&blast_rank=4&RID=KSUVA36S01R"",""OU452303.1"")"
"Anoplius nigerrimus genome assembly, chromosome: 7",Anoplius nigerrimus,72.5,72.5,40%,6e-08,73.98,18706731,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU612083.1?report=genbank&log$=nucltop&blast_rank=5&RID=KSUVA36S01R"",""OU612083.1"")"
"Pterostichus madidus genome assembly, chromosome: 8",Pterostichus madidus,71.6,71.6,35%,6e-08,75.00,38739167,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU452308.1?report=genbank&log$=nucltop&blast_rank=6&RID=KSUVA36S01R"",""OU452308.1"")"
"Buathra laborator genome assembly, chromosome: 6",Buathra laborator,65.3,65.3,33%,1e-05,73.79,18699653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW203897.1?report=genbank&log$=nucltop&blast_rank=7&RID=KSUVA36S01R"",""OW203897.1"")"
"Ophion luteus genome assembly, chromosome: 4",Ophion luteus,62.6,62.6,19%,3e-05,83.05,55583403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX101786.1?report=genbank&log$=nucltop&blast_rank=8&RID=KSUVA36S01R"",""OX101786.1"")"
"Alloplasta piceator genome assembly, chromosome: 3",Alloplasta piceator,61.7,61.7,36%,1e-04,72.57,60129163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX333073.1?report=genbank&log$=nucltop&blast_rank=9&RID=KSUVA36S01R"",""OX333073.1"")"
"Ophion luteus genome assembly, chromosome: 2",Ophion luteus,61.7,119,25%,1e-04,78.21,67162817,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX101784.1?report=genbank&log$=nucltop&blast_rank=10&RID=KSUVA36S01R"",""OX101784.1"")"
