Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Megachile willughbiella genome assembly, chromosome: 16",Megachile willughbiella,284,284,82%,6e-72,82.91,12281721,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243809.1?report=genbank&log$=nucltop&blast_rank=1&RID=KSUVA36S01R"",""OX243809.1"")"
"Megachile willughbiella genome assembly, chromosome: 8",Megachile willughbiella,232,232,80%,3e-56,79.34,16714970,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243801.1?report=genbank&log$=nucltop&blast_rank=2&RID=KSUVA36S01R"",""OX243801.1"")"
"Osmia bicornis bicornis genome assembly, chromosome: 4",Osmia bicornis bicornis,231,231,75%,1e-55,80.24,12536309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015507.1?report=genbank&log$=nucltop&blast_rank=3&RID=KSUVA36S01R"",""OU015507.1"")"
"Osmia bicornis bicornis genome assembly, chromosome: 11",Osmia bicornis bicornis,226,226,75%,1e-54,79.84,10060191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015514.1?report=genbank&log$=nucltop&blast_rank=4&RID=KSUVA36S01R"",""OU015514.1"")"
"Stelis phaeoptera genome assembly, chromosome: 11",Stelis phaeoptera,208,208,76%,4e-49,78.91,13395760,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX030940.1?report=genbank&log$=nucltop&blast_rank=5&RID=KSUVA36S01R"",""OX030940.1"")"
"Nomada fabriciana genome assembly, chromosome: 10",Nomada fabriciana,194,194,76%,9e-45,76.86,10996985,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015699.1?report=genbank&log$=nucltop&blast_rank=6&RID=KSUVA36S01R"",""OU015699.1"")"
"Nomada fabriciana genome assembly, chromosome: 11",Nomada fabriciana,194,194,76%,9e-45,76.86,13396754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015697.1?report=genbank&log$=nucltop&blast_rank=7&RID=KSUVA36S01R"",""OU015697.1"")"
"Nomada fabriciana genome assembly, chromosome: 2",Nomada fabriciana,194,194,76%,9e-45,76.86,26411376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015689.1?report=genbank&log$=nucltop&blast_rank=8&RID=KSUVA36S01R"",""OU015689.1"")"
"Nomada fabriciana genome assembly, chromosome: 1",Nomada fabriciana,189,189,76%,4e-43,76.47,26420868,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015688.1?report=genbank&log$=nucltop&blast_rank=9&RID=KSUVA36S01R"",""OU015688.1"")"
"Tetramorium bicarinatum genome assembly, chromosome: 3",Tetramorium bicarinatum,151,151,76%,9e-32,74.71,22792017,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV788321.1?report=genbank&log$=nucltop&blast_rank=10&RID=KSUVA36S01R"",""OV788321.1"")"
