Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Deformed wing virus isolate DWV-Syria, complete genome",Deformed wing virus,428,428,100%,2e-115,99.17,10165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW265929.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8RD29V601R"",""MW265929.1"")"
"Deformed wing virus isolate DWV_No12_Am022-HN2017 polyprotein gene, complete cds",Deformed wing virus,419,419,100%,8e-113,98.35,10146,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ821828.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8RD29V601R"",""MZ821828.1"")"
"Deformed wing virus isolate MeDWV-1, complete genome",Deformed wing virus,419,419,100%,8e-113,98.35,10140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW222481.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8RD29V601R"",""MW222481.1"")"
"Deformed wing virus isolate PA, complete genome",Deformed wing virus,419,419,100%,8e-113,98.35,10166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY292384.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8RD29V601R"",""AY292384.1"")"
"Deformed wing virus isolate A, complete genome",Deformed wing virus,416,416,100%,1e-111,97.52,10135,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT940255.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8RD29V601R"",""MT940255.1"")"
"Deformed Wing Virus gene for polyprotein, genomic RNA",Deformed wing virus,416,416,100%,1e-111,97.93,10140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ489744.2?report=genbank&log$=nucltop&blast_rank=6&RID=M8RD29V601R"",""AJ489744.2"")"
"Deformed wing virus isolate Maryland/2015/422, complete genome",Deformed wing virus,415,415,100%,4e-111,97.93,10188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG831202.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8RD29V601R"",""MG831202.1"")"
"Deformed wing virus A isolate Tipperary polyprotein gene, complete cds",Deformed wing virus A,415,415,100%,4e-111,97.93,10035,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ867715.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8RD29V601R"",""MZ867715.1"")"
"Deformed wing virus A isolate Kilkenny polyprotein gene, complete cds",Deformed wing virus A,415,415,100%,4e-111,97.93,10039,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ867714.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8RD29V601R"",""MZ867714.1"")"
"Deformed wing virus isolate DWV-USA-p123 polyprotein gene, complete cds",Deformed wing virus,410,410,100%,4e-110,97.52,9717,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH069507.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8RD29V601R"",""MH069507.1"")"
