Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Sacbrood virus isolate MD2, complete genome",Sacbrood virus,693,693,100%,0.0,97.56,8861,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG545287.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8PN190D013"",""MG545287.1"")"
"Sacbrood virus isolate SBV_MS, complete genome",Sacbrood virus,691,691,99%,0.0,97.55,8828,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH267698.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8PN190D013"",""MH267698.1"")"
"Sacbrood virus isolate MD1, complete genome",Sacbrood virus,691,691,99%,0.0,97.55,8861,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG545286.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8PN190D013"",""MG545286.1"")"
"Sacbrood virus isolate SBV-MS-JUN15, complete genome",Sacbrood virus,687,687,99%,0.0,97.30,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636333.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8PN190D013"",""MT636333.1"")"
"Sacbrood virus isolate SBV-MR-SEP15, complete genome",Sacbrood virus,687,687,99%,0.0,97.30,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636330.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8PN190D013"",""MT636330.1"")"
"Sacbrood virus isolate SBV-MR-AUG15, complete genome",Sacbrood virus,687,687,99%,0.0,97.30,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636329.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8PN190D013"",""MT636329.1"")"
"Sacbrood virus isolate SBV-MR-JUN15, complete genome",Sacbrood virus,687,687,99%,0.0,97.30,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636328.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8PN190D013"",""MT636328.1"")"
"Sacbrood virus strain SBV9C polyprotein gene, complete cds",Sacbrood virus,682,682,99%,0.0,97.06,8761,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL803870.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8PN190D013"",""OL803870.1"")"
"Sacbrood virus isolate SBV-MS-OCT15, complete genome",Sacbrood virus,682,682,99%,0.0,97.06,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636336.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8PN190D013"",""MT636336.1"")"
"Sacbrood virus isolate SBV-MS-SEP15, complete genome",Sacbrood virus,682,682,99%,0.0,97.06,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636335.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8PN190D013"",""MT636335.1"")"
"Sacbrood virus isolate SBV-MS-APR15, complete genome",Sacbrood virus,682,682,99%,0.0,97.06,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636332.1?report=genbank&log$=nucltop&blast_rank=11&RID=M8PN190D013"",""MT636332.1"")"
"Sacbrood virus isolate SBV-MR-OCT15, complete genome",Sacbrood virus,682,682,99%,0.0,97.06,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636331.1?report=genbank&log$=nucltop&blast_rank=12&RID=M8PN190D013"",""MT636331.1"")"
"Sacbrood virus isolate SBV-MR-APR15, complete genome",Sacbrood virus,678,678,99%,0.0,96.81,8830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT636327.1?report=genbank&log$=nucltop&blast_rank=13&RID=M8PN190D013"",""MT636327.1"")"
