Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
polyprotein [Turnip ringspot virus],Turnip ringspot virus,1778,1778,92%,0.0,99.22,1860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYA72287.1?report=genbank&log$=prottop&blast_rank=1&RID=M8CAG56X016"",""QYA72287.1"")"
polyprotein [Turnip ringspot virus],Turnip ringspot virus,1764,1764,92%,0.0,98.55,1860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_003193665.1?report=genbank&log$=prottop&blast_rank=2&RID=M8CAG56X016"",""YP_003193665.1"")"
polyprotein [Turnip ringspot virus],Turnip ringspot virus,1747,1747,92%,0.0,97.65,1857,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ACX53644.1?report=genbank&log$=prottop&blast_rank=3&RID=M8CAG56X016"",""ACX53644.1"")"
polyprotein [Turnip ringspot virus],Turnip ringspot virus,1701,1701,92%,0.0,93.85,1860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ACX53646.1?report=genbank&log$=prottop&blast_rank=4&RID=M8CAG56X016"",""ACX53646.1"")"
polyprotein [Turnip ringspot virus],Turnip ringspot virus,1684,1684,92%,0.0,92.73,1860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADZ54704.1?report=genbank&log$=prottop&blast_rank=5&RID=M8CAG56X016"",""ADZ54704.1"")"
polyprotein [Turnip ringspot virus],Turnip ringspot virus,1662,1662,92%,0.0,91.16,1860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWQ57599.1?report=genbank&log$=prottop&blast_rank=6&RID=M8CAG56X016"",""QWQ57599.1"")"
RNA1-polyprotein [Radish mosaic virus],Radish mosaic virus,1390,1390,92%,0.0,75.62,1853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAG84602.1?report=genbank&log$=prottop&blast_rank=7&RID=M8CAG56X016"",""BAG84602.1"")"
polyprotein [Radish mosaic virus],Radish mosaic virus,1389,1389,92%,0.0,75.28,1853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UVI61333.1?report=genbank&log$=prottop&blast_rank=8&RID=M8CAG56X016"",""UVI61333.1"")"
polyprotein [Radish mosaic virus],Radish mosaic virus,1389,1389,92%,0.0,75.28,1853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_001911126.1?report=genbank&log$=prottop&blast_rank=9&RID=M8CAG56X016"",""YP_001911126.1"")"
polyprotein [Radish mosaic virus],Radish mosaic virus,1389,1389,92%,0.0,75.39,1853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AZL57037.1?report=genbank&log$=prottop&blast_rank=10&RID=M8CAG56X016"",""AZL57037.1"")"
