Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bombus terrestris genome assembly, chromosome: 9",Bombus terrestris,632,1138,100%,1e-176,98.36,19446242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342929.1?report=genbank&log$=nucltop&blast_rank=1&RID=M8B11PZM013"",""OU342929.1"")"
"Bombus terrestris genome assembly, chromosome: 6",Bombus terrestris,632,722,100%,1e-176,98.36,23129593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342926.1?report=genbank&log$=nucltop&blast_rank=2&RID=M8B11PZM013"",""OU342926.1"")"
"Bombus terrestris genome assembly, chromosome: 2",Bombus terrestris,632,1093,100%,1e-176,98.36,19735706,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342922.1?report=genbank&log$=nucltop&blast_rank=3&RID=M8B11PZM013"",""OU342922.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126919890 (LOC126919890), mRNA",Bombus affinis,627,627,88%,6e-175,98.08,1179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050729567.1?report=genbank&log$=nucltop&blast_rank=4&RID=M8B11PZM013"",""XM_050729567.1"")"
"Bombus terrestris genome assembly, chromosome: 12",Bombus terrestris,627,717,100%,6e-175,98.08,12897853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342932.1?report=genbank&log$=nucltop&blast_rank=5&RID=M8B11PZM013"",""OU342932.1"")"
"Bombus terrestris genome assembly, chromosome: 8",Bombus terrestris,623,708,100%,7e-174,97.81,11657431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342928.1?report=genbank&log$=nucltop&blast_rank=6&RID=M8B11PZM013"",""OU342928.1"")"
"Bombus terrestris genome assembly, chromosome: 7",Bombus terrestris,569,649,100%,1e-157,94.52,25524254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342927.1?report=genbank&log$=nucltop&blast_rank=7&RID=M8B11PZM013"",""OU342927.1"")"
"Bombus terrestris genome assembly, chromosome: 16",Bombus terrestris,543,543,88%,2e-149,92.66,8887048,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342936.1?report=genbank&log$=nucltop&blast_rank=8&RID=M8B11PZM013"",""OU342936.1"")"
"PREDICTED: Bombus terrestris secreted RxLR effector protein 161-like (LOC125386121), mRNA",Bombus terrestris,524,524,70%,5e-144,100.00,567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_048411080.1?report=genbank&log$=nucltop&blast_rank=9&RID=M8B11PZM013"",""XM_048411080.1"")"
"Bombus campestris genome assembly, chromosome: 1",Bombus campestris,508,1017,84%,4e-139,92.26,17090360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995126.1?report=genbank&log$=nucltop&blast_rank=10&RID=M8B11PZM013"",""HG995126.1"")"
"Bombus pratorum genome assembly, chromosome: 5",Bombus pratorum,501,501,88%,6e-137,90.41,18497082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883987.1?report=genbank&log$=nucltop&blast_rank=11&RID=M8B11PZM013"",""OV883987.1"")"
"Bombus sylvestris genome assembly, chromosome: 10",Bombus sylvestris,491,491,88%,3e-134,89.86,13155774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443149.1?report=genbank&log$=nucltop&blast_rank=12&RID=M8B11PZM013"",""OU443149.1"")"
"Bombus sylvestris genome assembly, chromosome: 4",Bombus sylvestris,463,536,98%,1e-125,87.96,14736413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443144.1?report=genbank&log$=nucltop&blast_rank=13&RID=M8B11PZM013"",""OU443144.1"")"
"Bombus campestris genome assembly, chromosome: 4",Bombus campestris,461,589,99%,5e-125,87.70,15042555,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995129.1?report=genbank&log$=nucltop&blast_rank=14&RID=M8B11PZM013"",""HG995129.1"")"
"Bombus pratorum genome assembly, chromosome: 8",Bombus pratorum,425,425,89%,4e-114,85.60,16494161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883990.1?report=genbank&log$=nucltop&blast_rank=15&RID=M8B11PZM013"",""OV883990.1"")"
"Bombus campestris genome assembly, chromosome: 9",Bombus campestris,411,411,88%,8e-110,84.93,12353142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995134.1?report=genbank&log$=nucltop&blast_rank=16&RID=M8B11PZM013"",""HG995134.1"")"
"Bombus sylvestris genome assembly, chromosome: 17",Bombus sylvestris,393,393,88%,2e-104,83.84,11473667,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU443156.1?report=genbank&log$=nucltop&blast_rank=17&RID=M8B11PZM013"",""OU443156.1"")"
"Bombus pratorum genome assembly, chromosome: 18",Bombus pratorum,355,414,99%,5e-93,81.62,6063290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV884000.1?report=genbank&log$=nucltop&blast_rank=18&RID=M8B11PZM013"",""OV884000.1"")"
"Bombus pratorum genome assembly, chromosome: 13",Bombus pratorum,355,895,99%,5e-93,81.35,13032505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV883995.1?report=genbank&log$=nucltop&blast_rank=19&RID=M8B11PZM013"",""OV883995.1"")"
"Bombus hypnorum genome assembly, chromosome: 3",Bombus hypnorum,333,460,99%,2e-86,78.53,25048444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU427022.1?report=genbank&log$=nucltop&blast_rank=20&RID=M8B11PZM013"",""OU427022.1"")"
"PREDICTED: Bombus affinis uncharacterized LOC126914597 (LOC126914597), transcript variant X44, misc_RNA",Bombus affinis,297,560,86%,1e-75,77.75,4203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XR_007709728.1?report=genbank&log$=nucltop&blast_rank=21&RID=M8B11PZM013"",""XR_007709728.1"")"
