Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Megachile rotundata uncharacterized LOC100882346 (LOC100882346), transcript variant X1, mRNA",Megachile rotundata,1680,1930,23%,0.0,99.79,1110,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012295171.1?report=genbank&log$=nucltop&blast_rank=1&RID=KSXUHUZ701R"",""XM_012295171.1"")"
"Stelis phaeoptera genome assembly, chromosome: 17",Stelis phaeoptera,1522,1764,56%,0.0,77.49,4935878,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX030946.1?report=genbank&log$=nucltop&blast_rank=2&RID=KSXUHUZ701R"",""OX030946.1"")"
"PREDICTED: Megachile rotundata uncharacterized LOC100882346 (LOC100882346), transcript variant X7, mRNA",Megachile rotundata,1390,1390,19%,0.0,94.09,868,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012295178.1?report=genbank&log$=nucltop&blast_rank=3&RID=KSXUHUZ701R"",""XM_012295178.1"")"
"PREDICTED: Megachile rotundata uncharacterized LOC100882346 (LOC100882346), transcript variant X5, mRNA",Megachile rotundata,1324,1490,18%,0.0,99.86,867,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012295175.1?report=genbank&log$=nucltop&blast_rank=4&RID=KSXUHUZ701R"",""XM_012295175.1"")"
"Andrena hattorfiana genome assembly, chromosome: 1",Andrena hattorfiana,1015,1015,66%,0.0,67.50,91187844,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX122889.2?report=genbank&log$=nucltop&blast_rank=5&RID=KSXUHUZ701R"",""OX122889.2"")"
"Andrena dorsata genome assembly, chromosome: 2",Andrena dorsata,988,4479,87%,0.0,70.33,88484888,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV815488.1?report=genbank&log$=nucltop&blast_rank=6&RID=KSXUHUZ701R"",""OV815488.1"")"
"Andrena minutula genome assembly, chromosome: 1",Andrena minutula,976,2780,81%,0.0,70.27,87400501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV815993.1?report=genbank&log$=nucltop&blast_rank=7&RID=KSXUHUZ701R"",""OV815993.1"")"
"Andrena minutula genome assembly, chromosome: 5",Andrena minutula,954,1963,85%,0.0,70.03,41268693,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OV815997.1?report=genbank&log$=nucltop&blast_rank=8&RID=KSXUHUZ701R"",""OV815997.1"")"
"Sphecodes monilicornis genome assembly, chromosome: 13",Sphecodes monilicornis,874,1987,73%,0.0,80.84,22726287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU565296.1?report=genbank&log$=nucltop&blast_rank=9&RID=KSXUHUZ701R"",""OU565296.1"")"
"Osmia bicornis bicornis genome assembly, chromosome: 1",Osmia bicornis bicornis,768,2190,82%,0.0,68.20,17026827,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015504.1?report=genbank&log$=nucltop&blast_rank=10&RID=KSXUHUZ701R"",""OU015504.1"")"
"Cerceris rybyensis genome assembly, chromosome: 8",Cerceris rybyensis,736,2385,87%,0.0,67.97,22178631,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342796.1?report=genbank&log$=nucltop&blast_rank=11&RID=KSXUHUZ701R"",""OU342796.1"")"
"Cerceris rybyensis genome assembly, chromosome: 6",Cerceris rybyensis,729,2735,87%,0.0,67.84,26175038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342794.1?report=genbank&log$=nucltop&blast_rank=12&RID=KSXUHUZ701R"",""OU342794.1"")"
"Cerceris rybyensis genome assembly, chromosome: 4",Cerceris rybyensis,726,2299,87%,0.0,67.94,28311074,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU342792.1?report=genbank&log$=nucltop&blast_rank=13&RID=KSXUHUZ701R"",""OU342792.1"")"
"Anoplius nigerrimus genome assembly, chromosome: 5",Anoplius nigerrimus,707,5876,87%,0.0,67.62,21052755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU612081.1?report=genbank&log$=nucltop&blast_rank=14&RID=KSXUHUZ701R"",""OU612081.1"")"
"Anoplius nigerrimus genome assembly, chromosome: 11",Anoplius nigerrimus,698,1341,87%,0.0,67.53,16516523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU612087.1?report=genbank&log$=nucltop&blast_rank=15&RID=KSXUHUZ701R"",""OU612087.1"")"
