Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Megachile rotundata alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC100880134), transcript variant X3, mRNA",Megachile rotundata,552,552,81%,3e-152,99.68,2258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012297697.1?report=genbank&log$=nucltop&blast_rank=1&RID=KSWKGVHH01R"",""XM_012297697.1"")"
"PREDICTED: Megachile rotundata alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC100880134), transcript variant X2, mRNA",Megachile rotundata,552,552,81%,3e-152,99.68,2399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012297695.1?report=genbank&log$=nucltop&blast_rank=2&RID=KSWKGVHH01R"",""XM_012297695.1"")"
"PREDICTED: Megachile rotundata alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC100880134), transcript variant X1, mRNA",Megachile rotundata,552,552,81%,3e-152,99.68,2384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003708481.2?report=genbank&log$=nucltop&blast_rank=3&RID=KSWKGVHH01R"",""XM_003708481.2"")"
"Megachile willughbiella genome assembly, chromosome: 9",Megachile willughbiella,455,455,81%,2e-123,93.18,16652740,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243802.1?report=genbank&log$=nucltop&blast_rank=4&RID=KSWKGVHH01R"",""OX243802.1"")"
"Megachile ligniseca genome assembly, chromosome: 5",Megachile ligniseca,445,445,81%,3e-120,92.21,16009307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX243781.1?report=genbank&log$=nucltop&blast_rank=5&RID=KSWKGVHH01R"",""OX243781.1"")"
"PREDICTED: Osmia bicornis bicornis alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC114871034), transcript variant X4, mRNA",Osmia bicornis bicornis,188,188,72%,4e-43,75.18,2196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029176417.2?report=genbank&log$=nucltop&blast_rank=6&RID=KSWKGVHH01R"",""XM_029176417.2"")"
"PREDICTED: Osmia bicornis bicornis alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC114871034), transcript variant X2, mRNA",Osmia bicornis bicornis,188,188,72%,4e-43,75.18,3143,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029176415.2?report=genbank&log$=nucltop&blast_rank=7&RID=KSWKGVHH01R"",""XM_029176415.2"")"
"PREDICTED: Osmia bicornis bicornis alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC114871034), transcript variant X1, mRNA",Osmia bicornis bicornis,188,188,72%,4e-43,75.18,3228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029176413.2?report=genbank&log$=nucltop&blast_rank=8&RID=KSWKGVHH01R"",""XM_029176413.2"")"
"Osmia bicornis bicornis genome assembly, chromosome: 5",Osmia bicornis bicornis,188,188,72%,4e-43,75.18,12315601,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU015508.1?report=genbank&log$=nucltop&blast_rank=9&RID=KSWKGVHH01R"",""OU015508.1"")"
"Stelis phaeoptera genome assembly, chromosome: 9",Stelis phaeoptera,170,170,41%,1e-37,84.81,14114627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX030938.1?report=genbank&log$=nucltop&blast_rank=10&RID=KSWKGVHH01R"",""OX030938.1"")"
"PREDICTED: Osmia bicornis bicornis alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC114871034), transcript variant X3, mRNA",Osmia bicornis bicornis,149,149,52%,4e-31,75.61,2971,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029176414.2?report=genbank&log$=nucltop&blast_rank=11&RID=KSWKGVHH01R"",""XM_029176414.2"")"
"PREDICTED: Colletes gigas alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (LOC122395025), transcript variant X7, mRNA",Colletes gigas,122,122,72%,5e-23,70.18,2723,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_043392305.1?report=genbank&log$=nucltop&blast_rank=12&RID=KSWKGVHH01R"",""XM_043392305.1"")"
