Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Megalopta genalis BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC117221107), mRNA",Megalopta genalis,1779,1779,98%,0.0,97.71,2612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033471777.1?report=genbank&log$=nucltop&blast_rank=1&RID=M87WF70G016"",""XM_033471777.1"")"
"PREDICTED: Nomia melanderi BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC116431355), mRNA",Nomia melanderi,930,930,73%,0.0,86.76,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031986641.1?report=genbank&log$=nucltop&blast_rank=2&RID=M87WF70G016"",""XM_031986641.1"")"
"PREDICTED: Dufourea novaeangliae BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC107193080), mRNA",Dufourea novaeangliae,847,847,75%,0.0,83.88,933,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_015582462.1?report=genbank&log$=nucltop&blast_rank=3&RID=M87WF70G016"",""XM_015582462.1"")"
"PREDICTED: Colletes gigas BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC122394845), mRNA",Colletes gigas,653,653,70%,0.0,79.46,1106,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_043391993.1?report=genbank&log$=nucltop&blast_rank=4&RID=M87WF70G016"",""XM_043391993.1"")"
"PREDICTED: Habropoda laboriosa BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC108573851), mRNA",Habropoda laboriosa,609,609,68%,4e-169,78.95,966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_017936328.1?report=genbank&log$=nucltop&blast_rank=5&RID=M87WF70G016"",""XM_017936328.1"")"
"PREDICTED: Bombus vancouverensis nearcticus BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC117164510), mRNA",Bombus vancouverensis nearcticus,572,572,61%,1e-157,79.66,2388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033347640.1?report=genbank&log$=nucltop&blast_rank=6&RID=M87WF70G016"",""XM_033347640.1"")"
"PREDICTED: Bombus vosnesenskii BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC117240204), mRNA",Bombus vosnesenskii,567,567,61%,1e-156,79.51,2400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033506162.1?report=genbank&log$=nucltop&blast_rank=7&RID=M87WF70G016"",""XM_033506162.1"")"
"PREDICTED: Bombus bifarius BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC117210550), mRNA",Bombus bifarius,567,567,61%,1e-156,79.51,2386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033453684.1?report=genbank&log$=nucltop&blast_rank=8&RID=M87WF70G016"",""XM_033453684.1"")"
"PREDICTED: Bombus impatiens BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC100743692), mRNA",Bombus impatiens,563,563,61%,5e-155,79.35,1096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003484699.4?report=genbank&log$=nucltop&blast_rank=9&RID=M87WF70G016"",""XM_003484699.4"")"
"PREDICTED: Bombus huntii BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (LOC126870659), mRNA",Bombus huntii,563,563,61%,5e-155,79.35,2396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050628571.1?report=genbank&log$=nucltop&blast_rank=10&RID=M87WF70G016"",""XM_050628571.1"")"
