Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
retrovirus-related gag-pol polyprotein [Lasius niger],Lasius niger,70.9,70.9,51%,3e-11,57.63,1177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ87706.1?report=genbank&log$=prottop&blast_rank=1&RID=KW1MXVPC013"",""KMQ87706.1"")"
retrovirus-related gag-pol polyprotein [Lasius niger],Lasius niger,65.1,65.1,54%,2e-09,53.97,1377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ86259.1?report=genbank&log$=prottop&blast_rank=2&RID=KW1MXVPC013"",""KMQ86259.1"")"
retrovirus-related gag-pol polyprotein [Lasius niger],Lasius niger,63.9,63.9,50%,8e-09,53.45,1366,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ88558.1?report=genbank&log$=prottop&blast_rank=3&RID=KW1MXVPC013"",""KMQ88558.1"")"
retrovirus-related gag-pol polyprotein [Lasius niger],Lasius niger,62.0,62.0,51%,3e-08,43.33,1346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ88472.1?report=genbank&log$=prottop&blast_rank=4&RID=KW1MXVPC013"",""KMQ88472.1"")"
opie2a pol protein [Lasius niger],Lasius niger,60.5,60.5,80%,1e-07,36.96,913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ91353.1?report=genbank&log$=prottop&blast_rank=5&RID=KW1MXVPC013"",""KMQ91353.1"")"
s00954 pol polyprotein transposon 1731 [Lasius niger],Lasius niger,57.4,57.4,51%,1e-07,45.76,120,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ86249.1?report=genbank&log$=prottop&blast_rank=6&RID=KW1MXVPC013"",""KMQ86249.1"")"
hypothetical protein GEV33_007238 [Tenebrio molitor],Tenebrio molitor,58.2,58.2,85%,8e-07,37.62,715,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH0815554.1?report=genbank&log$=prottop&blast_rank=7&RID=KW1MXVPC013"",""KAH0815554.1"")"
gag-pol polyprotein [Lasius niger],Lasius niger,57.8,57.8,50%,1e-06,47.37,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ87115.1?report=genbank&log$=prottop&blast_rank=8&RID=KW1MXVPC013"",""KMQ87115.1"")"
hypothetical protein GEV33_004557 [Tenebrio molitor],Tenebrio molitor,57.0,57.0,50%,2e-06,48.28,1051,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH0818235.1?report=genbank&log$=prottop&blast_rank=9&RID=KW1MXVPC013"",""KAH0818235.1"")"
hypothetical protein GEV33_001674 [Tenebrio molitor],Tenebrio molitor,56.2,56.2,50%,3e-06,50.85,993,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH0821117.1?report=genbank&log$=prottop&blast_rank=10&RID=KW1MXVPC013"",""KAH0821117.1"")"
