# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: ./diamond blastx -q /mountsde1/SRR12659849.fasta -d /mountsdb1/protein_database_taxonomy.dmnd -o /mountsde1/SRR12659849.tsv -e 1e-3 -k 1 --header -f 6 qseqid sseqid pident mismatch gapopen qstart qend sstart send evalue bitscore stitle -p 24 -b8 -c1 -t /dev/shm/
# Fields: Query ID, Subject ID, Percentage of identical matches, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score, Subject title
TRINITY_DN21_c0_g1_i1	XP_392408.3	99.9	1	0	35	3829	1	1265	0.0	2557	XP_392408.3 protein mesh isoform X2 [Apis mellifera]
TRINITY_DN21_c0_g1_i2	XP_006568300.1	100	0	0	35	4036	1	1334	0.0	2732	XP_006568300.1 protein mesh isoform X1 [Apis mellifera]
TRINITY_DN33_c0_g1_i1	KJY51719.1	100	0	0	45	200	12	63	6.52e-25	100	KJY51719.1 hypothetical protein JF70_05330 [Bifidobacterium asteroides]
TRINITY_DN33_c0_g1_i2	KJY51719.1	100	0	0	45	200	12	63	1.31e-24	100	KJY51719.1 hypothetical protein JF70_05330 [Bifidobacterium asteroides]
TRINITY_DN33_c0_g1_i3	KJY51719.1	100	0	0	45	200	12	63	6.52e-25	100	KJY51719.1 hypothetical protein JF70_05330 [Bifidobacterium asteroides]
TRINITY_DN66_c0_g2_i27	XP_031775368.1	82.4	5	1	4	3012	44	874	0.0	1488	XP_031775368.1 serine/threonine-protein kinase MARK2 isoform X7 [Apis florea]
TRINITY_DN66_c0_g2_i24	XP_012348073.1	76.9	4	3	277	3099	1	827	0.0	1352	XP_012348073.1 serine/threonine-protein kinase MARK2 isoform X9 [Apis florea]
TRINITY_DN66_c0_g2_i2	XP_012348073.1	73.7	4	3	277	2730	1	704	0.0	1107	XP_012348073.1 serine/threonine-protein kinase MARK2 isoform X9 [Apis florea]
TRINITY_DN66_c0_g2_i14	XP_006570653.1	82.7	2	1	577	3213	1	1061	0.0	1589	XP_006570653.1 serine/threonine-protein kinase MARK2 isoform X7 [Apis mellifera]
TRINITY_DN66_c0_g2_i28	XP_006622534.2	68.3	3	1	3	2699	332	948	0.0	1036	XP_006622534.2 serine/threonine-protein kinase MARK2-like isoform X15 [Apis dorsata]
TRINITY_DN66_c0_g2_i17	PBC33448.1	90.1	10	0	4	306	117	217	1.94e-47	174	PBC33448.1 Serine/threonine-protein kinase MARK2 [Apis cerana cerana]
TRINITY_DN66_c0_g2_i18	XP_016918075.1	100	0	0	3	389	70	198	1.87e-80	248	XP_016918075.1 serine/threonine-protein kinase MARK2-like isoform X1 [Apis cerana]
TRINITY_DN66_c0_g2_i19	XP_012348073.1	73.1	5	4	277	2718	1	704	0.0	1093	XP_012348073.1 serine/threonine-protein kinase MARK2 isoform X9 [Apis florea]
TRINITY_DN66_c0_g2_i8	XP_012348073.1	76.4	5	4	277	3087	1	827	0.0	1338	XP_012348073.1 serine/threonine-protein kinase MARK2 isoform X9 [Apis florea]
TRINITY_DN66_c0_g2_i3	XP_006570652.1	81.3	1	1	577	2886	1	946	0.0	1380	XP_006570652.1 serine/threonine-protein kinase MARK2 isoform X6 [Apis mellifera]
TRINITY_DN66_c0_g2_i16	XP_031775373.1	79.9	5	1	4	2646	44	752	0.0	1245	XP_031775373.1 serine/threonine-protein kinase MARK2 isoform X12 [Apis florea]
TRINITY_DN66_c0_g5_i1	PBC33448.1	100	0	0	307	378	68	91	1.72e-04	51.6	PBC33448.1 Serine/threonine-protein kinase MARK2 [Apis cerana cerana]
TRINITY_DN66_c1_g1_i1	XP_003692430.1	100	0	0	108	1058	1	317	1.92e-217	608	XP_003692430.1 guanine nucleotide-binding protein subunit beta-like protein [Apis florea]
TRINITY_DN61_c0_g1_i1	EFR51297.1	70.5	28	0	356	72	20	114	5.94e-38	135	EFR51297.1 LOW QUALITY PROTEIN: hypothetical protein BBNG_01845, partial [Bifidobacterium bifidum NCIMB 41171]
TRINITY_DN61_c0_g1_i2	EFR51297.1	72.6	26	0	356	72	20	114	1.27e-39	139	EFR51297.1 LOW QUALITY PROTEIN: hypothetical protein BBNG_01845, partial [Bifidobacterium bifidum NCIMB 41171]
TRINITY_DN55_c0_g1_i4	XP_006559494.1	100	0	0	513	2141	1	543	0.0	1083	XP_006559494.1 alanine aminotransferase 1 [Apis mellifera]
TRINITY_DN55_c0_g1_i3	XP_006559494.1	100	0	0	376	2004	1	543	0.0	1083	XP_006559494.1 alanine aminotransferase 1 [Apis mellifera]
TRINITY_DN55_c0_g1_i1	XP_006559494.1	100	0	0	418	2046	1	543	0.0	1083	XP_006559494.1 alanine aminotransferase 1 [Apis mellifera]
TRINITY_DN55_c0_g1_i2	XP_006559494.1	100	0	0	241	1869	1	543	0.0	1083	XP_006559494.1 alanine aminotransferase 1 [Apis mellifera]
TRINITY_DN88_c0_g1_i1	XP_016770770.1	99.7	1	0	1128	208	32	338	2.27e-211	602	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i8	XP_043794165.1	98.9	3	0	1367	555	1	271	6.93e-181	521	XP_043794165.1 mitochondrial coenzyme A transporter SLC25A42 isoform X2 [Apis laboriosa]
TRINITY_DN88_c0_g1_i21	XP_016770770.1	100	0	0	1221	208	1	338	4.70e-234	657	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i2	XP_043794165.1	98.8	3	0	1274	555	32	271	2.05e-159	469	XP_043794165.1 mitochondrial coenzyme A transporter SLC25A42 isoform X2 [Apis laboriosa]
TRINITY_DN88_c0_g1_i16	XP_016770770.1	100	0	0	1221	208	1	338	2.09e-233	657	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i6	XP_016770770.1	100	0	0	694	272	1	141	5.52e-85	271	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i3	XP_016770770.1	96.0	0	1	1263	208	1	338	1.24e-230	649	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i14	XP_016770770.1	99.7	1	0	1128	208	32	338	5.43e-213	602	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i12	XP_043794165.1	98.8	3	0	1274	555	32	271	5.47e-160	469	XP_043794165.1 mitochondrial coenzyme A transporter SLC25A42 isoform X2 [Apis laboriosa]
TRINITY_DN88_c0_g1_i22	XP_016770770.1	99.7	1	0	1128	208	32	338	5.30e-212	602	XP_016770770.1 mitochondrial coenzyme A transporter SLC25A42 [Apis mellifera]
TRINITY_DN88_c0_g1_i17	XP_043794165.1	98.9	3	0	1367	555	1	271	2.76e-180	521	XP_043794165.1 mitochondrial coenzyme A transporter SLC25A42 isoform X2 [Apis laboriosa]
TRINITY_DN73_c0_g1_i16	XP_006571318.1	100	0	0	2795	330	1	822	0.0	1670	XP_006571318.1 E3 ubiquitin-protein ligase NEDD4 isoform X4 [Apis mellifera]
TRINITY_DN73_c0_g1_i23	XP_006571318.1	100	0	0	2862	397	1	822	0.0	1670	XP_006571318.1 E3 ubiquitin-protein ligase NEDD4 isoform X4 [Apis mellifera]
TRINITY_DN73_c0_g1_i26	XP_006571316.1	100	0	0	2916	397	1	840	0.0	1698	XP_006571316.1 E3 ubiquitin-protein ligase Nedd-4 isoform X3 [Apis mellifera]
TRINITY_DN73_c0_g1_i15	XP_006571318.1	100	0	0	2795	330	1	822	0.0	1670	XP_006571318.1 E3 ubiquitin-protein ligase NEDD4 isoform X4 [Apis mellifera]
TRINITY_DN73_c0_g1_i18	XP_006571318.1	100	0	0	799	287	1	171	6.73e-108	342	XP_006571318.1 E3 ubiquitin-protein ligase NEDD4 isoform X4 [Apis mellifera]
TRINITY_DN73_c0_g1_i17	XP_006571318.1	100	0	0	1106	183	1	308	1.09e-210	611	XP_006571318.1 E3 ubiquitin-protein ligase NEDD4 isoform X4 [Apis mellifera]
TRINITY_DN73_c0_g1_i19	XP_006571313.1	100	0	0	2945	330	1	872	0.0	1758	XP_006571313.1 E3 ubiquitin-protein ligase Nedd-4 isoform X1 [Apis mellifera]
TRINITY_DN73_c0_g1_i14	XP_006571313.1	100	0	0	3012	397	1	872	0.0	1758	XP_006571313.1 E3 ubiquitin-protein ligase Nedd-4 isoform X1 [Apis mellifera]
TRINITY_DN73_c0_g1_i12	XP_006571319.1	100	0	0	2699	330	1	790	0.0	1609	XP_006571319.1 E3 ubiquitin-protein ligase NEDD4 isoform X5 [Apis mellifera]
TRINITY_DN73_c0_g1_i22	XP_006571318.1	100	0	0	609	97	1	171	4.37e-109	342	XP_006571318.1 E3 ubiquitin-protein ligase NEDD4 isoform X4 [Apis mellifera]
TRINITY_DN73_c0_g1_i20	XP_006571313.1	100	0	0	2945	330	1	872	0.0	1758	XP_006571313.1 E3 ubiquitin-protein ligase Nedd-4 isoform X1 [Apis mellifera]
TRINITY_DN73_c0_g1_i21	XP_006571316.1	100	0	0	2849	330	1	840	0.0	1698	XP_006571316.1 E3 ubiquitin-protein ligase Nedd-4 isoform X3 [Apis mellifera]
TRINITY_DN73_c0_g1_i3	XP_006571319.1	100	0	0	2766	397	1	790	0.0	1609	XP_006571319.1 E3 ubiquitin-protein ligase NEDD4 isoform X5 [Apis mellifera]
TRINITY_DN42_c0_g1_i12	KAG6800341.1	100	0	0	1056	553	103	270	2.77e-117	351	KAG6800341.1 histidine protein methyltransferase 1 [Apis mellifera caucasica]
TRINITY_DN42_c0_g1_i24	XP_393949.2	100	0	0	123	854	1	244	5.13e-166	472	XP_393949.2 signal recognition particle receptor subunit beta [Apis mellifera]
TRINITY_DN42_c0_g1_i18	XP_393949.2	100	0	0	123	347	1	75	1.59e-39	146	XP_393949.2 signal recognition particle receptor subunit beta [Apis mellifera]
TRINITY_DN42_c0_g1_i20	XP_003694496.2	84.5	11	0	42	254	17	87	6.49e-28	115	XP_003694496.2 LOW QUALITY PROTEIN: signal recognition particle receptor subunit beta [Apis florea]
TRINITY_DN42_c0_g1_i11	XP_393949.2	100	0	0	592	921	135	244	8.85e-65	216	XP_393949.2 signal recognition particle receptor subunit beta [Apis mellifera]
TRINITY_DN42_c0_g1_i13	OAD60247.1	75.6	17	1	400	155	1	79	4.47e-30	117	OAD60247.1 hypothetical protein WN48_06096 [Eufriesea mexicana]
TRINITY_DN42_c0_g1_i8	XP_393949.2	100	0	0	87	725	32	244	2.85e-145	417	XP_393949.2 signal recognition particle receptor subunit beta [Apis mellifera]
