Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
polyprotein [Victoria bee virus 2],Victoria bee virus 2,232,232,99%,1e-67,82.26,2729,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AWK77887.1?report=genbank&log$=prottop&blast_rank=1&RID=MB3MSR0U016"",""AWK77887.1"")"
polyprotein [Victoria bee virus 1],Victoria bee virus 1,219,219,99%,3e-63,81.45,2727,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AWK77886.1?report=genbank&log$=prottop&blast_rank=2&RID=MB3MSR0U016"",""AWK77886.1"")"
polyprotein [Perth bee virus 3],Perth bee virus 3,214,214,98%,3e-61,77.24,2725,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AWK77896.1?report=genbank&log$=prottop&blast_rank=3&RID=MB3MSR0U016"",""AWK77896.1"")"
polyprotein [Soybean thrips picorna-like virus 7],Soybean thrips picorna-like virus 7,166,166,98%,1e-44,62.60,2810,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQP18688.1?report=genbank&log$=prottop&blast_rank=4&RID=MB3MSR0U016"",""QQP18688.1"")"
polyprotein [Picornaviridae sp.],Picornaviridae sp.,155,155,97%,6e-41,55.74,2752,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UUT43405.1?report=genbank&log$=prottop&blast_rank=5&RID=MB3MSR0U016"",""UUT43405.1"")"
polyprotein [Acheta domesticus Iflavirus],Acheta domesticus Iflavirus,126,126,97%,1e-30,45.90,2817,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRV07363.1?report=genbank&log$=prottop&blast_rank=6&RID=MB3MSR0U016"",""QRV07363.1"")"
polyprotein [Acheta domesticus Iflavirus],Acheta domesticus Iflavirus,124,124,97%,6e-30,45.08,2821,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSV52305.1?report=genbank&log$=prottop&blast_rank=7&RID=MB3MSR0U016"",""QSV52305.1"")"
polyprotein [Iflaviridae sp.],Iflaviridae sp.,56.6,56.6,40%,3e-06,44.00,1702,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULF99896.1?report=genbank&log$=prottop&blast_rank=8&RID=MB3MSR0U016"",""ULF99896.1"")"
polyprotein [Hangzhou recilia dorsalis iflavirus 1],Hangzhou recilia dorsalis iflavirus 1,56.2,56.2,84%,6e-06,31.43,3230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHK03342.1?report=genbank&log$=prottop&blast_rank=9&RID=MB3MSR0U016"",""UHK03342.1"")"
RNA-dependent RNA polymerase [Halyomorpha halys ifla-like virus 2],Halyomorpha halys ifla-like virus 2,54.3,54.3,77%,2e-05,30.61,1929,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/URQ09135.1?report=genbank&log$=prottop&blast_rank=10&RID=MB3MSR0U016"",""URQ09135.1"")"
polyprotein [Nilaparvata lugens honeydew virus 1],Nilaparvata lugens honeydew virus 1,54.3,54.3,40%,3e-05,46.00,3175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_009505599.1?report=genbank&log$=prottop&blast_rank=11&RID=MB3MSR0U016"",""YP_009505599.1"")"
polyprotein [Hangzhou iflavirus 4],Hangzhou iflavirus 4,54.3,54.3,40%,3e-05,46.00,2968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHK03265.1?report=genbank&log$=prottop&blast_rank=12&RID=MB3MSR0U016"",""UHK03265.1"")"
polyprotein [Nephotettix cincticeps positive-stranded RNA virus-1],Nephotettix cincticeps positive-stranded RNA virus-1,52.8,52.8,84%,9e-05,28.57,3192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UFP63464.1?report=genbank&log$=prottop&blast_rank=13&RID=MB3MSR0U016"",""UFP63464.1"")"
polyprotein [Iflaviridae sp.],Iflaviridae sp.,52.8,52.8,40%,1e-04,36.00,1912,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULF99904.1?report=genbank&log$=prottop&blast_rank=14&RID=MB3MSR0U016"",""ULF99904.1"")"
hypothetical protein [Thrips tabaci associated iflavirus 1],Thrips tabaci associated iflavirus 1,52.8,52.8,77%,1e-04,32.65,3069,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNM37808.1?report=genbank&log$=prottop&blast_rank=15&RID=MB3MSR0U016"",""QNM37808.1"")"
polyprotein [Rainier virus],Rainier virus,52.0,52.0,45%,1e-04,40.32,2920,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AOX15252.1?report=genbank&log$=prottop&blast_rank=16&RID=MB3MSR0U016"",""AOX15252.1"")"
polyprotein [Thaumetopoea pityocampa iflavirus 1],Thaumetopoea pityocampa iflavirus 1,51.6,51.6,89%,2e-04,27.03,2957,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_009116875.1?report=genbank&log$=prottop&blast_rank=17&RID=MB3MSR0U016"",""YP_009116875.1"")"
hypothetical protein [Frankliniella occidentalis associated iflavirus 1],Frankliniella occidentalis associated iflavirus 1,51.6,51.6,76%,2e-04,30.53,2969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNM37810.1?report=genbank&log$=prottop&blast_rank=18&RID=MB3MSR0U016"",""QNM37810.1"")"
RNA-dependent RNA polymerase [Sanya iflavirus 3],Sanya iflavirus 3,51.2,51.2,40%,3e-04,46.00,2555,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHK03137.1?report=genbank&log$=prottop&blast_rank=19&RID=MB3MSR0U016"",""UHK03137.1"")"
hypothetical protein 2 [Picornavirales sp.],Picornavirales sp.,51.2,51.2,75%,3e-04,26.53,1829,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJI53583.1?report=genbank&log$=prottop&blast_rank=20&RID=MB3MSR0U016"",""QJI53583.1"")"
polyprotein [Iflaviridae sp.],Iflaviridae sp.,50.8,50.8,40%,3e-04,44.00,2909,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKN89064.1?report=genbank&log$=prottop&blast_rank=21&RID=MB3MSR0U016"",""QKN89064.1"")"
hypothetical protein [Wuhan fly virus 4],Wuhan fly virus 4,50.8,50.8,84%,5e-04,26.42,2914,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_009342337.1?report=genbank&log$=prottop&blast_rank=22&RID=MB3MSR0U016"",""YP_009342337.1"")"
polyprotein [Antheraea mylitta iflavirus],Antheraea mylitta iflavirus,50.4,50.4,89%,5e-04,28.83,2967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQL13637.1?report=genbank&log$=prottop&blast_rank=23&RID=MB3MSR0U016"",""QQL13637.1"")"
hypothetical protein [Picornavirales sp.],Picornavirales sp.,50.4,50.4,40%,6e-04,46.00,3016,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKN88957.1?report=genbank&log$=prottop&blast_rank=24&RID=MB3MSR0U016"",""QKN88957.1"")"
polyprotein [Reineckia carnea iflaviridae],Reineckia carnea iflaviridae,50.4,50.4,67%,6e-04,33.33,3062,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKQ15125.1?report=genbank&log$=prottop&blast_rank=25&RID=MB3MSR0U016"",""QKQ15125.1"")"
polyprotein [Lone star tick dicistrovirus],Lone star tick dicistrovirus,50.1,50.1,40%,6e-04,39.22,1687,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ASU47553.1?report=genbank&log$=prottop&blast_rank=26&RID=MB3MSR0U016"",""ASU47553.1"")"
hypothetical protein [Leuven wasp-associated virus 3],Leuven wasp-associated virus 3,50.1,50.1,40%,8e-04,39.22,2940,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZZ63343.1?report=genbank&log$=prottop&blast_rank=27&RID=MB3MSR0U016"",""QZZ63343.1"")"
polyprotein [Guiyang srgiope bruennichi iflavirus 1],Guiyang srgiope bruennichi iflavirus 1,50.1,50.1,88%,8e-04,27.27,3078,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHK03034.1?report=genbank&log$=prottop&blast_rank=28&RID=MB3MSR0U016"",""UHK03034.1"")"
polyprotein [Rondonia iflavirus 2],Rondonia iflavirus 2,49.7,49.7,91%,0.001,27.83,2883,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QHI42121.1?report=genbank&log$=prottop&blast_rank=29&RID=MB3MSR0U016"",""QHI42121.1"")"
polyprotein [Turkana Iflavirus],Turkana Iflavirus,49.7,49.7,91%,0.001,28.70,2677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCW41653.1?report=genbank&log$=prottop&blast_rank=30&RID=MB3MSR0U016"",""UCW41653.1"")"
non-structural [Opsiphanes invirae iflavirus 1],Opsiphanes invirae iflavirus 1,49.7,49.7,40%,0.001,36.00,1967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_009167346.1?report=genbank&log$=prottop&blast_rank=31&RID=MB3MSR0U016"",""YP_009167346.1"")"
polyprotein [Opsiphanes invirae iflavirus 1],Opsiphanes invirae iflavirus 1,49.7,49.7,40%,0.001,36.00,3185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_009165593.1?report=genbank&log$=prottop&blast_rank=32&RID=MB3MSR0U016"",""YP_009165593.1"")"
