Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Retrovirus-related Pol polyprotein from transposon 412-like Protein [Tribolium castaneum],Tribolium castaneum,59.7,59.7,56%,7e-08,57.45,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFA04804.1?report=genbank&log$=prottop&blast_rank=1&RID=KW0TW9ZX016"",""EFA04804.1"")"
Retrovirus-related Pol polyprotein from transposon 412-like Protein [Tribolium castaneum],Tribolium castaneum,51.2,51.2,60%,2e-05,46.00,158,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFA05449.1?report=genbank&log$=prottop&blast_rank=2&RID=KW0TW9ZX016"",""EFA05449.1"")"
uncharacterized protein LOC123684075 [Harmonia axyridis],Harmonia axyridis,52.4,52.4,66%,3e-05,51.79,1116,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_045479182.1?report=genbank&log$=prottop&blast_rank=3&RID=KW0TW9ZX016"",""XP_045479182.1"")"
hypothetical protein MML48_4g00016016 [Holotrichia oblita],Holotrichia oblita,51.6,51.6,56%,5e-05,54.17,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4463190.1?report=genbank&log$=prottop&blast_rank=4&RID=KW0TW9ZX016"",""KAI4463190.1"")"
hypothetical protein FQR65_LT13789 [Abscondita terminalis],Abscondita terminalis,48.5,48.5,60%,5e-04,46.00,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5283665.1?report=genbank&log$=prottop&blast_rank=5&RID=KW0TW9ZX016"",""KAF5283665.1"")"
hypothetical protein JYU34_015481 [Plutella xylostella],Plutella xylostella,47.4,47.4,52%,0.002,43.18,1109,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG7301085.1?report=genbank&log$=prottop&blast_rank=6&RID=KW0TW9ZX016"",""KAG7301085.1"")"
unnamed protein product [Plutella xylostella],Plutella xylostella,47.0,47.0,52%,0.002,43.18,914,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG9133440.1?report=genbank&log$=prottop&blast_rank=7&RID=KW0TW9ZX016"",""CAG9133440.1"")"
uncharacterized protein LOC119629166 [Bombyx mori],Bombyx mori,45.8,45.8,48%,0.006,50.00,1180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_037870101.1?report=genbank&log$=prottop&blast_rank=8&RID=KW0TW9ZX016"",""XP_037870101.1"")"
LOW QUALITY PROTEIN: uncharacterized protein LOC116928701 [Daphnia magna],Daphnia magna,45.4,45.4,52%,0.007,43.48,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_045034348.1?report=genbank&log$=prottop&blast_rank=9&RID=KW0TW9ZX016"",""XP_045034348.1"")"
Uncharacterized protein APZ42_007770 [Daphnia magna],Daphnia magna,45.4,45.4,51%,0.007,46.81,391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KZR97391.1?report=genbank&log$=prottop&blast_rank=10&RID=KW0TW9ZX016"",""KZR97391.1"")"
