name	len	score	pvalue
TRINITY_DN59_c0_g1_i5 len=8782 path=[1:0-7037 2:7038-8547 4:8548-8781]	8782	0.16266301274299622	0.15990633733665685
TRINITY_DN59_c0_g1_i2 len=4966 path=[0:0-3455 2:3456-4965]	4966	0.05851723253726959	0.22462043961024247
TRINITY_DN56_c0_g1_i25 len=10444 path=[13:0-1449 15:1450-1450 17:1451-1451 20:1452-1472 22:1473-1473 24:1474-1474 26:1475-1476 29:1477-1477 31:1478-1485 32:1486-1980 33:1981-1981 34:1982-1985 35:1986-7357 37:7358-7517 41:7518-7553 43:7554-7597 46:7598-7621 48:7622-7708 49:7709-7943 51:7944-8059 52:8060-8102 54:8103-10443]	10444	0.6535705924034119	0.036766372082483574
TRINITY_DN56_c0_g1_i86 len=5683 path=[35:0-5371 38:5372-5531 41:5532-5567 44:5568-5611 46:5612-5635 47:5636-5682]	5683	0.8325608372688293	0.02281139058841302
TRINITY_DN56_c0_g1_i37 len=9107 path=[5:0-114 20:115-135 22:136-136 24:137-137 26:138-139 29:140-140 31:141-148 32:149-643 33:644-644 34:645-648 35:649-6020 38:6021-6180 41:6181-6216 43:6217-6260 46:6261-6284 48:6285-6371 49:6372-6606 51:6607-6722 52:6723-6765 54:6766-9106]	9107	0.6020123958587646	0.04209154769997734
TRINITY_DN56_c0_g1_i53 len=9982 path=[10:0-22 12:23-32 13:33-1482 15:1483-1483 17:1484-1484 20:1485-1505 22:1506-1506 24:1507-1507 26:1508-1509 29:1510-1510 31:1511-1518 33:1519-1519 34:1520-1523 35:1524-6895 37:6896-7055 41:7056-7091 43:7092-7135 46:7136-7159 48:7160-7246 50:7247-7481 51:7482-7597 53:7598-7640 54:7641-9981]	9982	0.7077109813690186	0.03251756174937684
TRINITY_DN56_c0_g1_i31 len=9107 path=[5:0-114 20:115-135 22:136-136 24:137-137 26:138-139 29:140-140 31:141-148 32:149-643 33:644-644 34:645-648 35:649-6020 37:6021-6180 41:6181-6216 43:6217-6260 46:6261-6284 48:6285-6371 49:6372-6606 51:6607-6722 52:6723-6765 54:6766-9106]	9107	0.5963689088821411	0.04279024095475489
TRINITY_DN56_c0_g1_i14 len=8693 path=[3:0-195 17:196-196 20:197-217 22:218-218 24:219-219 26:220-221 29:222-222 31:223-230 34:231-234 35:235-5606 37:5607-5766 41:5767-5802 43:5803-5846 46:5847-5870 48:5871-5957 49:5958-6192 51:6193-6308 52:6309-6351 54:6352-8692]	8693	0.8031047582626343	0.024945237555706625
TRINITY_DN666_c0_g1_i1 len=483 path=[1:0-206 3:207-252 5:253-281 6:282-287 9:288-306 11:307-356 13:357-482]	483	0.5494792461395264	0.11073973035126482
TRINITY_DN666_c0_g1_i2 len=483 path=[1:0-206 3:207-252 5:253-281 6:282-287 8:288-288 10:289-306 11:307-356 13:357-482]	483	0.5817112326622009	0.09841840645714028
