Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
uncharacterized protein LOC126919890 [Bombus affinis],Bombus affinis,244,387,98%,2e-78,96.67,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050585524.1?report=genbank&log$=prottop&blast_rank=1&RID=M8D1MPUA016"",""XP_050585524.1"")"
secreted RxLR effector protein 161-like [Bombus terrestris],Bombus terrestris,197,271,86%,2e-60,100.00,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_048267037.1?report=genbank&log$=prottop&blast_rank=2&RID=M8D1MPUA016"",""XP_048267037.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,150,234,98%,2e-42,55.46,177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBM95010.1?report=genbank&log$=prottop&blast_rank=3&RID=M8D1MPUA016"",""GBM95010.1"")"
hypothetical protein KR222_004172 [Zaprionus bogoriensis],Zaprionus bogoriensis,152,211,96%,2e-42,55.56,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH8418168.1?report=genbank&log$=prottop&blast_rank=4&RID=M8D1MPUA016"",""KAH8418168.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,151,234,98%,4e-42,55.46,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBM94967.1?report=genbank&log$=prottop&blast_rank=5&RID=M8D1MPUA016"",""GBM94967.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,151,228,95%,5e-42,55.00,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBL96655.1?report=genbank&log$=prottop&blast_rank=6&RID=M8D1MPUA016"",""GBL96655.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,150,233,98%,6e-42,55.46,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBO36454.1?report=genbank&log$=prottop&blast_rank=7&RID=M8D1MPUA016"",""GBO36454.1"")"
secreted RxLR effector protein 161-like [Stegodyphus dumicola],Stegodyphus dumicola,150,222,94%,1e-41,58.54,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035211735.1?report=genbank&log$=prottop&blast_rank=8&RID=M8D1MPUA016"",""XP_035211735.1"")"
gag-pol polyprotein [Lasius niger],Lasius niger,152,204,72%,2e-41,58.93,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ88815.1?report=genbank&log$=prottop&blast_rank=9&RID=M8D1MPUA016"",""KMQ88815.1"")"
gag-pol polyprotein [Lasius niger],Lasius niger,152,204,72%,2e-41,58.93,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ88817.1?report=genbank&log$=prottop&blast_rank=10&RID=M8D1MPUA016"",""KMQ88817.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,150,233,96%,2e-41,56.52,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBL80008.1?report=genbank&log$=prottop&blast_rank=11&RID=M8D1MPUA016"",""GBL80008.1"")"
gag-pol polyprotein [Lasius niger],Lasius niger,154,229,98%,4e-41,54.62,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ88922.1?report=genbank&log$=prottop&blast_rank=12&RID=M8D1MPUA016"",""KMQ88922.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,150,231,98%,4e-41,54.62,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBN53521.1?report=genbank&log$=prottop&blast_rank=13&RID=M8D1MPUA016"",""GBN53521.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,150,233,98%,4e-41,54.62,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBN54643.1?report=genbank&log$=prottop&blast_rank=14&RID=M8D1MPUA016"",""GBN54643.1"")"
hypothetical protein [Apolygus lucorum],Apolygus lucorum,149,222,90%,5e-41,55.46,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6208713.1?report=genbank&log$=prottop&blast_rank=15&RID=M8D1MPUA016"",""KAF6208713.1"")"
uncharacterized protein LOC126856068 [Cataglyphis hispanica],Cataglyphis hispanica,148,225,91%,6e-41,56.03,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050460197.1?report=genbank&log$=prottop&blast_rank=16&RID=M8D1MPUA016"",""XP_050460197.1"")"
secreted RxLR effector protein 161-like [Rhagoletis pomonella],Rhagoletis pomonella,149,221,90%,7e-41,57.63,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_036320876.1?report=genbank&log$=prottop&blast_rank=17&RID=M8D1MPUA016"",""XP_036320876.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,147,223,98%,8e-41,53.78,175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBN01867.1?report=genbank&log$=prottop&blast_rank=18&RID=M8D1MPUA016"",""GBN01867.1"")"
RxLR effector candidate protein [Phytophthora cinnamomi],Phytophthora cinnamomi,147,216,96%,1e-40,56.41,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG6616762.1?report=genbank&log$=prottop&blast_rank=19&RID=M8D1MPUA016"",""KAG6616762.1"")"
RxLR effector candidate protein [Phytophthora cinnamomi],Phytophthora cinnamomi,147,217,96%,1e-40,56.41,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG6616766.1?report=genbank&log$=prottop&blast_rank=20&RID=M8D1MPUA016"",""KAG6616766.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,149,230,98%,1e-40,54.62,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBM45826.1?report=genbank&log$=prottop&blast_rank=21&RID=M8D1MPUA016"",""GBM45826.1"")"
hypothetical protein Pcac1_g29355 [Phytophthora cactorum],Phytophthora cactorum,147,219,95%,1e-40,57.39,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG2758504.1?report=genbank&log$=prottop&blast_rank=22&RID=M8D1MPUA016"",""KAG2758504.1"")"
secreted RxLR effector protein 161-like [Osmia bicornis bicornis],Osmia bicornis bicornis,147,206,89%,2e-40,55.00,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046145331.1?report=genbank&log$=prottop&blast_rank=23&RID=M8D1MPUA016"",""XP_046145331.1"")"
hypothetical protein GEV33_004552 [Tenebrio molitor],Tenebrio molitor,150,219,97%,2e-40,55.56,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH0818239.1?report=genbank&log$=prottop&blast_rank=24&RID=M8D1MPUA016"",""KAH0818239.1"")"
secreted RxLR effector protein 161-like [Osmia bicornis bicornis],Osmia bicornis bicornis,147,207,91%,2e-40,55.00,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046145329.1?report=genbank&log$=prottop&blast_rank=25&RID=M8D1MPUA016"",""XP_046145329.1"")"
Copia protein [Araneus ventricosus],Araneus ventricosus,150,224,93%,2e-40,59.66,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBO14795.1?report=genbank&log$=prottop&blast_rank=26&RID=M8D1MPUA016"",""GBO14795.1"")"
Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Araneus ventricosus],Araneus ventricosus,147,226,98%,4e-40,53.78,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBN80999.1?report=genbank&log$=prottop&blast_rank=27&RID=M8D1MPUA016"",""GBN80999.1"")"
hypothetical protein PC123_g28714 [Phytophthora cactorum],Phytophthora cactorum,145,211,92%,4e-40,57.39,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG4034616.1?report=genbank&log$=prottop&blast_rank=28&RID=M8D1MPUA016"",""KAG4034616.1"")"
