Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
uncharacterized protein LOC122535493 [Frieseomelitta varia],Frieseomelitta varia,271,271,31%,5e-87,100.00,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043523009.1?report=genbank&log$=prottop&blast_rank=1&RID=E4PAVRAA013"",""XP_043523009.1"")"
hypothetical protein E2986_10561 [Frieseomelitta varia],Frieseomelitta varia,254,254,31%,1e-79,80.89,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF3422346.1?report=genbank&log$=prottop&blast_rank=2&RID=E4PAVRAA013"",""KAF3422346.1"")"
uncharacterized protein LOC126864396 [Bombus huntii],Bombus huntii,246,246,31%,4e-77,89.06,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050471662.1?report=genbank&log$=prottop&blast_rank=3&RID=E4PAVRAA013"",""XP_050471662.1"")"
uncharacterized protein LOC100643674 [Bombus terrestris],Bombus terrestris,245,245,31%,1e-76,88.28,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003402818.2?report=genbank&log$=prottop&blast_rank=4&RID=E4PAVRAA013"",""XP_003402818.2"")"
uncharacterized protein LOC126916302 isoform X2 [Bombus affinis],Bombus affinis,245,245,31%,1e-76,88.28,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050577940.1?report=genbank&log$=prottop&blast_rank=5&RID=E4PAVRAA013"",""XP_050577940.1"")"
uncharacterized protein LOC122565882 [Bombus pyrosoma],Bombus pyrosoma,244,244,31%,2e-76,88.28,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043578297.1?report=genbank&log$=prottop&blast_rank=6&RID=E4PAVRAA013"",""XP_043578297.1"")"
uncharacterized protein LOC105682170 [Bombus impatiens],Bombus impatiens,244,244,31%,3e-76,89.06,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012250118.1?report=genbank&log$=prottop&blast_rank=7&RID=E4PAVRAA013"",""XP_012250118.1"")"
LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 1-B [Bombus vancouverensis nearcticus],Bombus vancouverensis nearcticus,253,253,31%,1e-74,89.06,535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033202870.1?report=genbank&log$=prottop&blast_rank=8&RID=E4PAVRAA013"",""XP_033202870.1"")"
LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 1-B [Bombus vosnesenskii],Bombus vosnesenskii,253,253,31%,1e-74,89.06,535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033357489.1?report=genbank&log$=prottop&blast_rank=9&RID=E4PAVRAA013"",""XP_033357489.1"")"
uncharacterized protein LOC122398256 [Colletes gigas],Colletes gigas,229,229,29%,2e-70,89.83,154,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043253902.1?report=genbank&log$=prottop&blast_rank=10&RID=E4PAVRAA013"",""XP_043253902.1"")"
PREDICTED: uncharacterized protein LOC107192384 [Dufourea novaeangliae],Dufourea novaeangliae,229,229,28%,2e-70,91.38,150,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015437103.1?report=genbank&log$=prottop&blast_rank=11&RID=E4PAVRAA013"",""XP_015437103.1"")"
PREDICTED: uncharacterized protein LOC100880637 [Megachile rotundata],Megachile rotundata,229,229,30%,3e-70,86.29,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012137752.1?report=genbank&log$=prottop&blast_rank=12&RID=E4PAVRAA013"",""XP_012137752.1"")"
PREDICTED: LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 1-B-like [Habropoda laboriosa],Habropoda laboriosa,238,238,29%,8e-69,90.76,541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017789401.1?report=genbank&log$=prottop&blast_rank=13&RID=E4PAVRAA013"",""XP_017789401.1"")"
uncharacterized protein LOC102671413 [Apis dorsata],Apis dorsata,223,223,27%,7e-68,90.18,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006615562.1?report=genbank&log$=prottop&blast_rank=14&RID=E4PAVRAA013"",""XP_006615562.1"")"
uncharacterized protein LOC122716386 isoform X2 [Apis laboriosa],Apis laboriosa,222,222,27%,1e-67,90.18,146,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043795341.1?report=genbank&log$=prottop&blast_rank=15&RID=E4PAVRAA013"",""XP_043795341.1"")"
uncharacterized protein LOC105736972 [Apis florea],Apis florea,222,222,27%,1e-67,90.18,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012349394.1?report=genbank&log$=prottop&blast_rank=16&RID=E4PAVRAA013"",""XP_012349394.1"")"
uncharacterized protein LOC727126 [Apis mellifera],Apis mellifera,221,221,27%,3e-67,89.29,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_001122840.1?report=genbank&log$=prottop&blast_rank=17&RID=E4PAVRAA013"",""XP_001122840.1"")"
uncharacterized protein LOC117217900 [Megalopta genalis],Megalopta genalis,221,221,28%,3e-67,87.07,151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033321651.1?report=genbank&log$=prottop&blast_rank=18&RID=E4PAVRAA013"",""XP_033321651.1"")"
uncharacterized protein LOC123988350 [Osmia bicornis bicornis],Osmia bicornis bicornis,220,220,28%,9e-67,87.07,157,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046144045.1?report=genbank&log$=prottop&blast_rank=19&RID=E4PAVRAA013"",""XP_046144045.1"")"
LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 1-B-like [Ceratina calcarata],Ceratina calcarata,232,232,28%,1e-66,89.66,536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017887327.1?report=genbank&log$=prottop&blast_rank=20&RID=E4PAVRAA013"",""XP_017887327.1"")"
uncharacterized protein LOC128880968 [Hylaeus volcanicus],Hylaeus volcanicus,219,219,28%,2e-66,86.21,154,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_053987559.1?report=genbank&log$=prottop&blast_rank=21&RID=E4PAVRAA013"",""XP_053987559.1"")"
uncharacterized protein LOC126916302 isoform X1 [Bombus affinis],Bombus affinis,218,218,26%,7e-66,93.52,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050577939.1?report=genbank&log$=prottop&blast_rank=22&RID=E4PAVRAA013"",""XP_050577939.1"")"
LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 1-B [Osmia lignaria],Osmia lignaria,229,229,28%,1e-65,88.79,535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034194474.1?report=genbank&log$=prottop&blast_rank=23&RID=E4PAVRAA013"",""XP_034194474.1"")"
PREDICTED: LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 1 [Eufriesea mexicana],Eufriesea mexicana,229,229,31%,2e-65,80.31,533,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017757285.1?report=genbank&log$=prottop&blast_rank=24&RID=E4PAVRAA013"",""XP_017757285.1"")"
unnamed protein product [Heterotrigona itama],Heterotrigona itama,215,215,26%,4e-65,97.20,130,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD1478402.1?report=genbank&log$=prottop&blast_rank=25&RID=E4PAVRAA013"",""CAD1478402.1"")"
Protein quiver [Apis cerana cerana],Apis cerana cerana,214,214,26%,1e-64,92.52,139,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PBC26391.1?report=genbank&log$=prottop&blast_rank=26&RID=E4PAVRAA013"",""PBC26391.1"")"
uncharacterized protein LOC105694143 [Athalia rosae],Athalia rosae,214,214,29%,2e-64,80.16,151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012269954.2?report=genbank&log$=prottop&blast_rank=27&RID=E4PAVRAA013"",""XP_012269954.2"")"
uncharacterized protein LOC127068178 [Vespula vulgaris],Vespula vulgaris,215,215,31%,2e-64,75.38,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050859945.1?report=genbank&log$=prottop&blast_rank=28&RID=E4PAVRAA013"",""XP_050859945.1"")"
Uncharacterized protein DBV15_08482 [Temnothorax longispinosus],Temnothorax longispinosus,213,213,31%,4e-64,77.17,153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TGZ49251.1?report=genbank&log$=prottop&blast_rank=29&RID=E4PAVRAA013"",""TGZ49251.1"")"
