Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Hepatitis C virus non-structural protein NS4b [Streptococcus dysgalactiae subsp. equisimilis],Streptococcus dysgalactiae subsp. equisimilis,60.1,109,21%,8e-07,77.14,869,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SLM22236.1?report=genbank&log$=prottop&blast_rank=1&RID=KW48BP4B016"",""SLM22236.1"")"
integrase [Shewanella decolorationis S12],Shewanella decolorationis S12,51.2,51.2,25%,9e-05,63.41,112,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ESE43085.1?report=genbank&log$=prottop&blast_rank=2&RID=KW48BP4B016"",""ESE43085.1"")"
TPA: hypothetical protein [Candidatus Acetothermia bacterium],Candidatus Acetothermia bacterium,52.4,52.4,17%,1e-04,89.29,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAF71103.1?report=genbank&log$=prottop&blast_rank=3&RID=KW48BP4B016"",""HAF71103.1"")"
hypothetical protein [Burkholderia diffusa],Burkholderia diffusa,49.7,49.7,15%,1e-04,88.46,65,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223962195.1?report=genbank&log$=prottop&blast_rank=4&RID=KW48BP4B016"",""WP_223962195.1"")"
"excinuclease ABC subunit A, uvrA [Pediococcus acidilactici D3]",Pediococcus acidilactici D3,52.8,52.8,13%,2e-04,100.00,970,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EOA08150.1?report=genbank&log$=prottop&blast_rank=5&RID=KW48BP4B016"",""EOA08150.1"")"
hypothetical protein HKUEN07_37460 [Rhodocyclaceae bacterium],Rhodocyclaceae bacterium,48.9,48.9,26%,2e-04,52.27,63,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GJQ57177.1?report=genbank&log$=prottop&blast_rank=6&RID=KW48BP4B016"",""GJQ57177.1"")"
hypothetical protein [Staphylococcus haemolyticus],Staphylococcus haemolyticus,48.5,48.5,12%,2e-04,100.00,54,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180535504.1?report=genbank&log$=prottop&blast_rank=7&RID=KW48BP4B016"",""WP_180535504.1"")"
TPA: hypothetical protein [Thermodesulfobacterium commune],Thermodesulfobacterium commune,50.8,50.8,13%,3e-04,100.00,167,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBT03769.1?report=genbank&log$=prottop&blast_rank=8&RID=KW48BP4B016"",""HBT03769.1"")"
hypothetical protein [Enterococcus faecium],Enterococcus faecium,48.9,48.9,15%,3e-04,88.00,77,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218588234.1?report=genbank&log$=prottop&blast_rank=9&RID=KW48BP4B016"",""WP_218588234.1"")"
"putative transcriptional regulator, contains C-terminal CBS domain containing protein [Acidovorax sp. CF316]",Acidovorax sp. CF316,47.8,47.8,14%,6e-04,91.67,60,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EJE48838.1?report=genbank&log$=prottop&blast_rank=10&RID=KW48BP4B016"",""EJE48838.1"")"
hypothetical protein [Shewanella decolorationis],Shewanella decolorationis,47.8,47.8,12%,7e-04,100.00,68,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023265508.1?report=genbank&log$=prottop&blast_rank=11&RID=KW48BP4B016"",""WP_023265508.1"")"
hypothetical protein [Enterococcus faecium],Enterococcus faecium,47.8,47.8,22%,7e-04,62.16,65,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073994937.1?report=genbank&log$=prottop&blast_rank=12&RID=KW48BP4B016"",""WP_073994937.1"")"
hypothetical protein [Enterococcus faecium],Enterococcus faecium,47.4,47.4,15%,7e-04,84.62,60,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218588235.1?report=genbank&log$=prottop&blast_rank=13&RID=KW48BP4B016"",""WP_218588235.1"")"
