Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus pyrosoma],Bombus pyrosoma,141,141,98%,7e-38,100.00,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043595066.1?report=genbank&log$=prottop&blast_rank=1&RID=M8DGMS10016"",""XP_043595066.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Bombus terrestris],Bombus terrestris,141,141,98%,9e-38,100.00,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003398817.1?report=genbank&log$=prottop&blast_rank=2&RID=M8DGMS10016"",""XP_003398817.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus huntii],Bombus huntii,139,139,98%,6e-37,98.55,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050471046.1?report=genbank&log$=prottop&blast_rank=3&RID=M8DGMS10016"",""XP_050471046.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus vancouverensis nearcticus],Bombus vancouverensis nearcticus,139,139,98%,6e-37,98.55,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033206492.1?report=genbank&log$=prottop&blast_rank=4&RID=M8DGMS10016"",""XP_033206492.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus impatiens],Bombus impatiens,137,137,98%,4e-36,97.10,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003489647.1?report=genbank&log$=prottop&blast_rank=5&RID=M8DGMS10016"",""XP_003489647.1"")"
hypothetical protein E2986_06874 [Frieseomelitta varia],Frieseomelitta varia,132,132,98%,3e-34,89.86,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF3430282.1?report=genbank&log$=prottop&blast_rank=6&RID=M8DGMS10016"",""KAF3430282.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Frieseomelitta varia],Frieseomelitta varia,130,130,98%,1e-33,89.86,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043524473.1?report=genbank&log$=prottop&blast_rank=7&RID=M8DGMS10016"",""XP_043524473.1"")"
feline leukemia virus subgroup C receptor-related [Apis cerana cerana],Apis cerana cerana,127,127,98%,8e-33,84.06,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PBC26656.1?report=genbank&log$=prottop&blast_rank=8&RID=M8DGMS10016"",""PBC26656.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis cerana],Apis cerana,125,125,98%,5e-32,84.06,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016919464.1?report=genbank&log$=prottop&blast_rank=9&RID=M8DGMS10016"",""XP_016919464.1"")"
PREDICTED: feline leukemia virus subgroup C receptor-related protein 2 [Eufriesea mexicana],Eufriesea mexicana,125,125,98%,7e-32,86.96,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017764497.1?report=genbank&log$=prottop&blast_rank=10&RID=M8DGMS10016"",""XP_017764497.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis mellifera carnica],Apis mellifera carnica,125,125,98%,1e-31,84.06,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG9436236.1?report=genbank&log$=prottop&blast_rank=11&RID=M8DGMS10016"",""KAG9436236.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis mellifera caucasica],Apis mellifera caucasica,125,125,98%,1e-31,84.06,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG6800348.1?report=genbank&log$=prottop&blast_rank=12&RID=M8DGMS10016"",""KAG6800348.1"")"
PREDICTED: feline leukemia virus subgroup C receptor-related protein 2 isoform X2 [Habropoda laboriosa],Habropoda laboriosa,124,124,98%,2e-31,79.71,456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017797546.1?report=genbank&log$=prottop&blast_rank=13&RID=M8DGMS10016"",""XP_017797546.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Apis florea],Apis florea,124,124,98%,2e-31,82.61,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003691133.1?report=genbank&log$=prottop&blast_rank=14&RID=M8DGMS10016"",""XP_003691133.1"")"
PREDICTED: feline leukemia virus subgroup C receptor-related protein 2 isoform X1 [Habropoda laboriosa],Habropoda laboriosa,124,124,98%,2e-31,79.71,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017797545.1?report=genbank&log$=prottop&blast_rank=15&RID=M8DGMS10016"",""XP_017797545.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Apis dorsata],Apis dorsata,124,124,98%,3e-31,82.61,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031366314.1?report=genbank&log$=prottop&blast_rank=16&RID=M8DGMS10016"",""XP_031366314.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis mellifera],Apis mellifera,124,124,98%,3e-31,82.61,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016770560.2?report=genbank&log$=prottop&blast_rank=17&RID=M8DGMS10016"",""XP_016770560.2"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Megalopta genalis],Megalopta genalis,122,122,97%,8e-31,86.76,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033342896.1?report=genbank&log$=prottop&blast_rank=18&RID=M8DGMS10016"",""XP_033342896.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Colletes gigas],Colletes gigas,116,116,98%,2e-28,81.16,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043252564.1?report=genbank&log$=prottop&blast_rank=19&RID=M8DGMS10016"",""XP_043252564.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Ceratina calcarata],Ceratina calcarata,108,108,98%,7e-28,68.12,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026671289.1?report=genbank&log$=prottop&blast_rank=20&RID=M8DGMS10016"",""XP_026671289.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like isoform X1 [Nomia melanderi],Nomia melanderi,111,111,97%,2e-26,77.94,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031829048.1?report=genbank&log$=prottop&blast_rank=21&RID=M8DGMS10016"",""XP_031829048.1"")"
feline leukemia virus subgroup c receptor-related protein 2-like protein [Lasius niger],Lasius niger,108,108,98%,2e-26,73.91,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ91713.1?report=genbank&log$=prottop&blast_rank=22&RID=M8DGMS10016"",""KMQ91713.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Ceratina calcarata],Ceratina calcarata,110,110,98%,2e-26,68.12,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017883948.1?report=genbank&log$=prottop&blast_rank=23&RID=M8DGMS10016"",""XP_017883948.1"")"
PREDICTED: titin [Megachile rotundata],Megachile rotundata,110,110,98%,5e-26,69.57,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012135309.1?report=genbank&log$=prottop&blast_rank=24&RID=M8DGMS10016"",""XP_012135309.1"")"
PREDICTED: feline leukemia virus subgroup C receptor-related protein 2-like [Acromyrmex echinatior],Acromyrmex echinatior,109,109,98%,8e-26,69.57,474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011052037.1?report=genbank&log$=prottop&blast_rank=25&RID=M8DGMS10016"",""XP_011052037.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Cataglyphis hispanica],Cataglyphis hispanica,108,108,98%,1e-25,72.46,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050461912.1?report=genbank&log$=prottop&blast_rank=26&RID=M8DGMS10016"",""XP_050461912.1"")"
