Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
feline leukemia virus subgroup C receptor-related protein 2-like [Frieseomelitta varia],Frieseomelitta varia,931,931,91%,0.0,99.79,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043524473.1?report=genbank&log$=prottop&blast_rank=1&RID=M8M3WM9P013"",""XP_043524473.1"")"
hypothetical protein E2986_06874 [Frieseomelitta varia],Frieseomelitta varia,844,844,91%,0.0,90.82,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF3430282.1?report=genbank&log$=prottop&blast_rank=2&RID=M8M3WM9P013"",""KAF3430282.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus impatiens],Bombus impatiens,833,833,93%,0.0,86.60,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003489647.1?report=genbank&log$=prottop&blast_rank=3&RID=M8M3WM9P013"",""XP_003489647.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus vancouverensis nearcticus],Bombus vancouverensis nearcticus,824,824,91%,0.0,87.00,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033206492.1?report=genbank&log$=prottop&blast_rank=4&RID=M8M3WM9P013"",""XP_033206492.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus pyrosoma],Bombus pyrosoma,823,823,91%,0.0,86.79,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043595066.1?report=genbank&log$=prottop&blast_rank=5&RID=M8M3WM9P013"",""XP_043595066.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Bombus terrestris],Bombus terrestris,823,823,91%,0.0,86.58,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003398817.1?report=genbank&log$=prottop&blast_rank=6&RID=M8M3WM9P013"",""XP_003398817.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Bombus huntii],Bombus huntii,823,823,92%,0.0,86.82,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050471046.1?report=genbank&log$=prottop&blast_rank=7&RID=M8M3WM9P013"",""XP_050471046.1"")"
feline leukemia virus subgroup C receptor-related protein 2 [Apis cerana],Apis cerana,782,782,92%,0.0,82.22,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016919464.1?report=genbank&log$=prottop&blast_rank=8&RID=M8M3WM9P013"",""XP_016919464.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Apis florea],Apis florea,778,778,91%,0.0,82.18,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003691133.1?report=genbank&log$=prottop&blast_rank=9&RID=M8M3WM9P013"",""XP_003691133.1"")"
feline leukemia virus subgroup C receptor-related protein 2-like [Apis dorsata],Apis dorsata,775,775,92%,0.0,81.38,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031366314.1?report=genbank&log$=prottop&blast_rank=10&RID=M8M3WM9P013"",""XP_031366314.1"")"
