# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: ./diamond blastx -q /mountsde1/SRR3948582.fasta -d /mountsdb1/protein_database_taxonomy.dmnd -o /mountsde1/SRR3948582.tsv -e 1e-3 -k 1 --header -f 6 qseqid sseqid pident mismatch gapopen qstart qend sstart send evalue bitscore stitle -p 24 -b8 -c1 -t /dev/shm/
# Fields: Query ID, Subject ID, Percentage of identical matches, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score, Subject title
TRINITY_DN11512_c0_g1_i1	XP_033328867.1	100	0	0	92	625	1	178	1.76e-65	226	XP_033328867.1 ecto-NOX disulfide-thiol exchanger 2 isoform X1 [Megalopta genalis]
TRINITY_DN11512_c0_g1_i2	XP_033328867.1	84.1	5	1	92	565	1	182	2.17e-52	189	XP_033328867.1 ecto-NOX disulfide-thiol exchanger 2 isoform X1 [Megalopta genalis]
TRINITY_DN11501_c0_g1_i1	XP_033329525.1	100	0	0	3	326	1887	1994	3.61e-60	209	XP_033329525.1 E3 ubiquitin-protein ligase MYCBP2-like [Megalopta genalis]
TRINITY_DN11517_c0_g1_i1	XP_024873439.1	82.4	15	0	307	53	1	85	2.54e-45	152	XP_024873439.1 kelch-like protein 5 [Temnothorax curvispinosus]
TRINITY_DN11563_c0_g1_i1	XP_033340641.1	100	0	0	294	4	27	123	3.69e-55	187	XP_033340641.1 synaptotagmin-1 [Megalopta genalis]
TRINITY_DN11563_c0_g2_i1	XP_033340641.1	99.2	2	0	791	3	127	389	1.89e-173	496	XP_033340641.1 synaptotagmin-1 [Megalopta genalis]
TRINITY_DN11518_c0_g1_i1	XP_033343017.1	100	0	0	202	2	2734	2800	5.22e-38	144	XP_033343017.1 dynein heavy chain 7, axonemal [Megalopta genalis]
TRINITY_DN11524_c0_g1_i2	XP_033333715.1	100	0	0	855	283	1	191	1.16e-134	390	XP_033333715.1 HD domain-containing protein 2 [Megalopta genalis]
TRINITY_DN11524_c0_g1_i1	XP_033333715.1	100	0	0	855	283	1	191	1.31e-133	390	XP_033333715.1 HD domain-containing protein 2 [Megalopta genalis]
TRINITY_DN11550_c0_g1_i1	XP_031835500.1	99.2	2	0	3	734	341	584	3.08e-167	486	XP_031835500.1 general transcription and DNA repair factor IIH helicase subunit XPD isoform X2 [Nomia melanderi]
TRINITY_DN11538_c0_g1_i1	XP_012138700.1	100	0	0	169	324	2	53	5.30e-25	109	XP_012138700.1 PREDICTED: axin isoform X2 [Megachile rotundata]
TRINITY_DN11591_c0_g1_i1	XP_033336002.1	100	0	0	3	254	12	95	5.07e-57	182	XP_033336002.1 protein FAM136A-like [Megalopta genalis]
TRINITY_DN11520_c0_g1_i1	XP_033321153.1	100	0	0	1	384	294	421	2.20e-81	265	XP_033321153.1 neuroligin-4, X-linked isoform X2 [Megalopta genalis]
TRINITY_DN11543_c0_g1_i1	XP_031825297.1	100	0	0	355	2	1325	1442	2.34e-70	239	XP_031825297.1 myosin-I heavy chain isoform X3 [Nomia melanderi]
TRINITY_DN11529_c0_g1_i1	XP_033321867.1	100	0	0	524	3	346	519	4.69e-119	360	XP_033321867.1 tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like [Megalopta genalis]
TRINITY_DN11554_c0_g1_i1	XP_033339230.1	93.2	17	0	755	3	639	889	1.89e-156	478	XP_033339230.1 PAN2-PAN3 deadenylation complex catalytic subunit PAN2 isoform X1 [Megalopta genalis]
TRINITY_DN11560_c0_g1_i1	XP_033323718.1	100	0	0	67	372	1	102	1.90e-58	200	XP_033323718.1 polypeptide N-acetylgalactosaminyltransferase 35A-like isoform X2 [Megalopta genalis]
TRINITY_DN11575_c0_g1_i1	XP_033342636.1	99.0	2	0	3	575	392	582	8.48e-122	380	XP_033342636.1 semaphorin-5A [Megalopta genalis]
TRINITY_DN11575_c0_g2_i1	XP_033342636.1	100	0	0	1	564	629	816	2.61e-128	397	XP_033342636.1 semaphorin-5A [Megalopta genalis]
TRINITY_DN11590_c0_g1_i2	XP_033338945.1	100	0	0	3	392	689	818	6.62e-74	250	XP_033338945.1 uncharacterized protein LOC117227629 [Megalopta genalis]
TRINITY_DN11590_c0_g1_i1	XP_033338945.1	100	0	0	137	253	780	818	6.09e-16	82.4	XP_033338945.1 uncharacterized protein LOC117227629 [Megalopta genalis]
TRINITY_DN11587_c0_g1_i1	XP_033322844.1	99.2	3	0	1100	3	912	1277	4.54e-232	696	XP_033322844.1 uncharacterized protein LOC117218507 [Megalopta genalis]
TRINITY_DN11580_c0_g1_i1	XP_033335516.1	100	0	0	290	3	1	96	2.16e-59	206	XP_033335516.1 uncharacterized protein LOC117225844 [Megalopta genalis]
TRINITY_DN11568_c0_g1_i1	XP_033338643.1	100	0	0	579	82	1	166	3.06e-111	326	XP_033338643.1 uncharacterized protein LOC117227479 [Megalopta genalis]
TRINITY_DN11525_c0_g1_i1	KOC59453.1	97.8	2	0	3	269	168	256	1.21e-41	147	KOC59453.1 Histone-lysine N-methyltransferase MLL2, partial [Habropoda laboriosa]
TRINITY_DN11500_c0_g1_i1	XP_033331824.1	100	0	0	2	529	595	770	3.78e-110	343	XP_033331824.1 circadian locomoter output cycles protein kaput-like isoform X2 [Megalopta genalis]
TRINITY_DN11548_c0_g1_i1	XP_033324603.1	99.5	2	0	1119	1	1	373	6.59e-238	688	XP_033324603.1 protein kinase 4 isoform X2 [Megalopta genalis]
TRINITY_DN11556_c0_g1_i1	XP_033330361.1	100	0	0	1	213	326	396	1.90e-41	154	XP_033330361.1 leucine-rich repeat-containing protein 24-like [Megalopta genalis]
TRINITY_DN11535_c0_g1_i1	XP_033339560.1	95.2	11	0	683	3	856	1082	1.45e-139	432	XP_033339560.1 DNA polymerase alpha catalytic subunit isoform X2 [Megalopta genalis]
